stop_id,stop_name,stop_lat,stop_lon,stop_code,stop_desc,zone_id,location_type,parent_station,wheelchair_boarding,stop_timezone
1-1000,Pine St & 9th Ave,47.613415,-122.332138,,,21,,,,America/Los_Angeles
1-1010,Howell St & Minor Ave,47.616711,-122.330597,,,1,,,,America/Los_Angeles
1-1020,Howell St & Yale Ave,47.617626,-122.329407,,,21,,,,America/Los_Angeles
1-10328,Valley St & Fairview Ave N,47.626034,-122.334106,,,1,,,,America/Los_Angeles
1-1040,Olive Way & 6th Ave,47.613026,-122.336334,,,21,,,,America/Los_Angeles
1-1070,Olive Way & Terry Ave,47.614914,-122.331848,,,1,,,,America/Los_Angeles
1-10800,Sand Point Way NE & NE 115th St,47.712620,-122.281837,,,1,,,,America/Los_Angeles
1-1082,Convention Place Station - Bay I,47.614113,-122.331726,,,1,,,,America/Los_Angeles
1-1085,Pine St & 9th Ave,47.613377,-122.332603,,,21,,,,America/Los_Angeles
1-1086,Convention Place Station - Bay E,47.614574,-122.331688,,,1,,,,America/Los_Angeles
1-11011,Broadway  E & E Roy St,47.625248,-122.321114,,,1,,,,America/Los_Angeles
1-1108,Westlake Station - Bay C,47.611393,-122.337509,,,21,,,,America/Los_Angeles
1-1109,Westlake Station - Bay D,47.611725,-122.336716,,,21,,,,America/Los_Angeles
1-11095,Boren Ave & James St,47.606216,-122.322395,,,1,,,,America/Los_Angeles
1-1110,Pine St & 5th Ave,47.611767,-122.336456,,,21,,,,America/Los_Angeles
1-1120,Pine St & 4th Ave,47.611103,-122.338028,,,21,,,,America/Los_Angeles
1-1121,Westlake Station - Bay A,47.611801,-122.335823,,,21,,,,America/Los_Angeles
1-11770,31st Ave S & S Plum St,47.585098,-122.292908,,,1,,,,America/Los_Angeles
1-1180,Pike St & 4th Ave,47.610134,-122.336685,,,21,,,,America/Los_Angeles
1-1190,Pike St & 6th Ave,47.611034,-122.334526,,,21,,,,America/Los_Angeles
1-1192,Convention Place Station - Bay A,47.613941,-122.331520,,,1,,,,America/Los_Angeles
1-1209,Convention Pl & Union St,47.611126,-122.331779,,,21,,,,America/Los_Angeles
1-1230,Union St & 4th Ave,47.609131,-122.336182,,,21,,,,America/Los_Angeles
1-12373,E Madison St & 18th Ave,47.616173,-122.308563,,,1,,,,America/Los_Angeles
1-12390,E Madison St & 29th Ave E,47.624065,-122.295189,,,1,,,,America/Los_Angeles
1-1250,Seneca St & 4th Ave,47.607422,-122.334610,,,21,,,,America/Los_Angeles
1-1260,Seneca St & 6th Ave,47.608742,-122.331482,,,1,,,,America/Los_Angeles
1-12690,34th Ave & E Union St,47.612503,-122.289421,,,1,,,,America/Los_Angeles
1-1270,Spring St & 4th Ave,47.606876,-122.333206,,,21,,,,America/Los_Angeles
1-1280,Spring St & 6th Ave,47.607815,-122.330948,,,1,,,,America/Los_Angeles
1-1300,Madison St & 8th Ave,47.608028,-122.328079,,,1,,,,America/Los_Angeles
1-1340,Yesler Way & Prefontaine Pl S,47.601646,-122.329857,,,21,,,,America/Los_Angeles
1-1350,Yesler Way & 6th Ave S,47.601639,-122.325050,,,1,,,,America/Los_Angeles
1-1360,Yesler Way & 5th Ave,47.601788,-122.327400,,,21,,,,America/Los_Angeles
1-1370,Yesler Way & 3rd Ave,47.601780,-122.329803,,,21,,,,America/Los_Angeles
1-1400,Madison St & 5th Ave,47.606636,-122.331779,,,21,,,,America/Los_Angeles
1-1415,Madison St & 4th Ave,47.605984,-122.333366,,,21,,,,America/Los_Angeles
1-14190,15th Ave W & W Emerson St,47.653942,-122.376122,,,1,,,,America/Los_Angeles
1-1420,Madison St & 2nd Ave,47.605328,-122.334923,,,21,,,,America/Los_Angeles
1-1451,S Main St & 3rd Ave S,47.599964,-122.329681,,,21,,,,America/Los_Angeles
1-1471,S Jackson St & 5th Ave S,47.599129,-122.328041,,,21,,,,America/Los_Angeles
1-1480,S Jackson St & Maynard Ave S,47.599117,-122.324570,,,21,,,,America/Los_Angeles
1-1490,S Jackson St & 8th Ave S,47.599117,-122.322044,,,1,,,,America/Los_Angeles
1-1500,S Jackson St & 8th Ave S,47.599266,-122.322327,,,21,,,,America/Los_Angeles
1-15050,SW Admiral Way & 45th Ave SW,47.581142,-122.388924,,,1,,,,America/Los_Angeles
1-1510,S Jackson St & Maynard Ave S,47.599262,-122.325470,,,21,,,,America/Los_Angeles
1-1530,S Jackson St & 5th Ave S,47.599266,-122.328384,,,1,,,,America/Los_Angeles
1-1540,James St & 5th Ave,47.603802,-122.329094,,,21,,,,America/Los_Angeles
1-1550,James St & 4th Ave,47.603081,-122.330864,,,21,,,,America/Los_Angeles
1-1551,S Jackson St & Occidental Ave Walk,47.599274,-122.333282,,,1,,,,America/Los_Angeles
1-15540,SW Admiral Way & California Ave SW,47.581268,-122.386871,,,1,,,,America/Los_Angeles
1-1560,James St & 3rd Ave,47.602932,-122.330826,,,21,,,,America/Los_Angeles
1-15610,SW Admiral Way & SW Lander St,47.578899,-122.400673,,,1,,,,America/Los_Angeles
1-1570,James St & 5th Ave,47.603771,-122.328773,,,21,,,,America/Los_Angeles
1-1580,Marion St & 2nd Ave,47.604534,-122.334076,,,21,,,,America/Los_Angeles
1-1590,Marion St & 4th Ave,47.605461,-122.331863,,,21,,,,America/Los_Angeles
1-1600,6th Ave & Marion St,47.606571,-122.330170,,,21,,,,America/Los_Angeles
1-1619,Westlake Ave & Virginia St,47.614864,-122.337860,,,1,,,,America/Los_Angeles
1-1630,Westlake Ave & Olive Way,47.613281,-122.337547,,,21,,,,America/Los_Angeles
1-1651,S Jackson St & 5th Ave S,47.599262,-122.327263,,,21,,,,America/Los_Angeles
1-1652,S Jackson St & 5th Ave S,47.599125,-122.327286,,,1,,,,America/Los_Angeles
1-16580,Meridian Ave N & N 148th St,47.736671,-122.334251,,,18,,,,America/Los_Angeles
1-1661,S Jackson St & 8th Ave S,47.599266,-122.323341,,,21,,,,America/Los_Angeles
1-1662,S Jackson St & 8th Ave S,47.599125,-122.323395,,,21,,,,America/Los_Angeles
1-1672,S Jackson St & 12th Ave S,47.599140,-122.315529,,,1,,,,America/Los_Angeles
1-1681,14th Ave S & S Washington St,47.600575,-122.314240,,,1,,,,America/Los_Angeles
1-1682,14th Ave S & S Washington St,47.600594,-122.314041,,,1,,,,America/Los_Angeles
1-1690,3rd Ave & Vine St,47.616871,-122.348297,,,1,,,,America/Los_Angeles
1-1710,Terrace St & 5th Ave,47.602119,-122.328079,,,21,,,,America/Los_Angeles
1-17600,1st Ave NE & NE 80th St,47.686634,-122.328232,,,1,,,,America/Los_Angeles
1-185,Seneca St & 3rd Ave,47.606888,-122.335526,,,21,,,,America/Los_Angeles
1-1889,Vashon Island Water Taxi & Colman Dock,47.603561,-122.339211,,,1,,,,America/Los_Angeles
1-1890,Marion St & 1st Ave,47.604145,-122.335022,,,21,,,,America/Los_Angeles
1-190,1st Ave & University St,47.607189,-122.338409,,,21,,,,America/Los_Angeles
1-1907,West Seattle Water Taxi & Colman Dock,47.603424,-122.339203,,,1,,,,America/Los_Angeles
1-1920,Lenora St & 4th Ave,47.613972,-122.341293,,,21,,,,America/Los_Angeles
1-19250,24th Ave NW & NW 83rd St,47.688824,-122.387711,,,1,,,,America/Los_Angeles
1-19280,24th Ave NW & NW 75th St,47.682991,-122.387665,,,1,,,,America/Los_Angeles
1-19550,24th Ave NW & NW 65th St,47.676140,-122.387436,,,1,,,,America/Los_Angeles
1-19700,Fauntleroy Way SW & SW Rose St,47.529995,-122.392609,,,1,,,,America/Los_Angeles
1-2030,10th Ave W & W Halladay St,47.641792,-122.370171,,,1,,,,America/Los_Angeles
1-2050,10th Ave W & W Mcgraw St,47.639458,-122.370399,,,1,,,,America/Los_Angeles
1-2080,10th Ave W & W Blaine St,47.634563,-122.370483,,,1,,,,America/Los_Angeles
1-2090,10th Ave W & W Galer St,47.632366,-122.370506,,,1,,,,America/Los_Angeles
1-2100,Olympic Way W & W Lee St,47.631081,-122.370155,,,1,,,,America/Los_Angeles
1-21040,West Viewmont Way W & W Bertona St,47.650650,-122.409470,,,1,,,,America/Los_Angeles
1-2110,Olympic Way W & 9th Ave W,47.629501,-122.368637,,,1,,,,America/Los_Angeles
1-2120,Olympic Way W & 7th Ave W,47.627598,-122.366112,,,1,,,,America/Los_Angeles
1-2150,W Roy St & 2nd Ave W,47.625656,-122.358765,,,1,,,,America/Los_Angeles
1-2180,Queen Anne Ave N & W Harrison St,47.621834,-122.356819,,,1,,,,America/Los_Angeles
1-2200,Queen Anne Ave N & W John St,47.619213,-122.356850,,,1,,,,America/Los_Angeles
1-2220,3rd Ave & Cedar St,47.616875,-122.348625,,,1,,,,America/Los_Angeles
1-2244,Denny Way & 2nd Ave N,47.618515,-122.351700,,,1,,,,America/Los_Angeles
1-2245,Denny Way & 5th Ave N,47.618504,-122.347878,,,1,,,,America/Los_Angeles
1-2247,Denny Way & 6th Ave,47.618496,-122.345131,,,1,,,,America/Los_Angeles
1-2250,Denny Way & Dexter Ave,47.618481,-122.342545,,,1,,,,America/Los_Angeles
1-2255,Denny Way & Westlake Ave,47.618469,-122.338219,,,1,,,,America/Los_Angeles
1-2260,Denny Way & Fairview Ave,47.618462,-122.334572,,,1,,,,America/Los_Angeles
1-2262,Denny Way & Stewart St,47.618427,-122.330925,,,1,,,,America/Los_Angeles
1-2265,E Denny Way & E Olive Way,47.618420,-122.325813,,,1,,,,America/Los_Angeles
1-2297,Denny Way & 6th Ave N,47.618629,-122.345291,,,1,,,,America/Los_Angeles
1-2300,Denny Way & 5th Ave N,47.618641,-122.347847,,,1,,,,America/Los_Angeles
1-23110,Banner Way NE & 5th Ave NE,47.684795,-122.322723,,,1,,,,America/Los_Angeles
1-2400,W Olympic Pl & 3rd Ave W,47.626793,-122.360535,,,1,,,,America/Los_Angeles
1-2410,W Olympic Pl & 5th Ave W,47.626797,-122.363159,,,1,,,,America/Los_Angeles
1-2420,Olympic Way W & 7th Ave W,47.627846,-122.366371,,,1,,,,America/Los_Angeles
1-2430,Olympic Way W & W Prospect St,47.629067,-122.367966,,,1,,,,America/Los_Angeles
1-24330,34th Ave W & W Emerson St,47.654255,-122.400810,,,1,,,,America/Los_Angeles
1-24340,34th Ave W & W Thurman St,47.656075,-122.400795,,,1,,,,America/Los_Angeles
1-2440,Olympic Way W & W Lee St,47.631279,-122.370110,,,1,,,,America/Los_Angeles
1-2450,10th Ave W & W Galer St,47.632503,-122.370308,,,1,,,,America/Los_Angeles
1-2460,10th Ave W & W Blaine St,47.634956,-122.370262,,,1,,,,America/Los_Angeles
1-2470,10th Ave W & W Howe St,47.636158,-122.370247,,,1,,,,America/Los_Angeles
1-2480,10th Ave W & W Crockett St,47.637974,-122.370224,,,1,,,,America/Los_Angeles
1-2490,10th Ave W & W Mcgraw St,47.639767,-122.370087,,,1,,,,America/Los_Angeles
1-250,2nd Ave & Bell St,47.613705,-122.345253,,,21,,,,America/Los_Angeles
1-2500,10th Ave W & W Halladay St,47.642193,-122.369965,,,1,,,,America/Los_Angeles
1-2510,10th Ave W & W Newell St,47.644455,-122.370087,,,1,,,,America/Los_Angeles
1-2520,9th Ave W & W Armour St,47.645317,-122.369278,,,1,,,,America/Los_Angeles
1-25200,NE 45th St & Union Bay Pl NE,47.661282,-122.293724,,,1,,,,America/Los_Angeles
1-25240,Montlake Blvd NE & NE Pacific Pl - Bay 4,47.650547,-122.304283,,,1,,,,America/Los_Angeles
1-2550,7th Ave W & W Pleasant Pl,47.642651,-122.366356,,,1,,,,America/Los_Angeles
1-2570,W Mcgraw St & 6th Ave W,47.639515,-122.365318,,,1,,,,America/Los_Angeles
1-25765,Montlake Blvd NE & NE Pacific Pl - Bay 3,47.651367,-122.303604,,,1,,,,America/Los_Angeles
1-2580,6th Ave W & W Crockett St,47.637566,-122.365089,,,1,,,,America/Los_Angeles
1-259,Blanchard St & 4th Ave,47.614525,-122.342598,,,21,,,,America/Los_Angeles
1-2590,6th Ave W & W Howe St,47.636024,-122.365097,,,1,,,,America/Los_Angeles
1-260,2nd Ave & Lenora St,47.612164,-122.342628,,,21,,,,America/Los_Angeles
1-2610,6th Ave W & W Galer St,47.632458,-122.365158,,,1,,,,America/Los_Angeles
1-2630,W Galer St & 2nd Ave W,47.632244,-122.358833,,,1,,,,America/Los_Angeles
1-2640,Queen Anne Ave N & W Galer St,47.631836,-122.356697,,,1,,,,America/Los_Angeles
1-26645,Westlake Ave N & Harrison St,47.621380,-122.338570,,,1,,,,America/Los_Angeles
1-2670,Queen Anne Ave N & W Prospect St,47.628513,-122.356781,,,1,,,,America/Los_Angeles
1-2690,1st Ave N & Mercer St,47.624737,-122.355309,,,1,,,,America/Los_Angeles
1-27540,E Yesler Way & 18th Ave S,47.601616,-122.308640,,,1,,,,America/Los_Angeles
1-2760,W Galer St & 1st Ave W,47.632389,-122.358627,,,1,,,,America/Los_Angeles
1-2770,W Galer St & 3rd Ave W,47.632393,-122.361290,,,1,,,,America/Los_Angeles
1-2780,W Galer St & 5th Ave W,47.632393,-122.364037,,,1,,,,America/Los_Angeles
1-2790,6th Ave W & W Garfield St,47.633701,-122.364937,,,1,,,,America/Los_Angeles
1-27940,3rd Ave NW & NW 117th St,47.713959,-122.360985,,,1,,,,America/Los_Angeles
1-280,2nd Ave & Stewart St,47.610703,-122.340332,,,21,,,,America/Los_Angeles
1-2800,6th Ave W & W Howe St,47.636162,-122.364899,,,1,,,,America/Los_Angeles
1-2810,6th Ave W & W Crockett St,47.637970,-122.364868,,,1,,,,America/Los_Angeles
1-2820,6th Ave W & W Mcgraw St,47.639839,-122.364838,,,1,,,,America/Los_Angeles
1-28255,NW Leary Way & 11th Ave NW,47.663590,-122.371025,,,1,,,,America/Los_Angeles
1-2830,6th Ave W & W Smith St,47.641632,-122.364815,,,1,,,,America/Los_Angeles
1-28370,NW 36th St & 1st Ave NW,47.653084,-122.357857,,,1,,,,America/Los_Angeles
1-28376,N 39th St & Phinney Ave N,47.654217,-122.354919,,,1,,,,America/Los_Angeles
1-2840,6th Ave W & W Raye St,47.643002,-122.364799,,,1,,,,America/Los_Angeles
1-2850,Madrona Park & Lake Washington Blvd,47.612190,-122.281700,,,1,,,,America/Los_Angeles
1-2860,Madrona Dr & Newport Way,47.613571,-122.282578,,,1,,,,America/Los_Angeles
1-2870,Madrona Dr & E Pine St,47.615212,-122.283791,,,1,,,,America/Los_Angeles
1-2890,Madrona Dr & Madrona Pl E,47.618347,-122.285255,,,1,,,,America/Los_Angeles
1-2900,E Denny Way & E Florence Ct,47.618355,-122.288628,,,1,,,,America/Los_Angeles
1-2910,34th Ave & E Howell St,47.617393,-122.289284,,,1,,,,America/Los_Angeles
1-2911,34th Ave & E Olive St,47.616303,-122.289314,,,1,,,,America/Los_Angeles
1-2920,34th Ave & E Pine St,47.614986,-122.289337,,,1,,,,America/Los_Angeles
1-2930,34th Ave & E Union St,47.613014,-122.289406,,,1,,,,America/Los_Angeles
1-2940,E Union St & 33rd Ave,47.612972,-122.290802,,,1,,,,America/Los_Angeles
1-2950,E Union St & 31st Ave,47.613007,-122.292915,,,1,,,,America/Los_Angeles
1-2960,E Union St & 29th Ave,47.613030,-122.295296,,,1,,,,America/Los_Angeles
1-2970,E Union St & 27th Ave,47.613007,-122.297836,,,1,,,,America/Los_Angeles
1-2980,E Union St & 25th Ave,47.613007,-122.300461,,,1,,,,America/Los_Angeles
1-29920,NE 45th St & Mary Gates Memorial Dr NE,47.661148,-122.292465,,,1,,,,America/Los_Angeles
1-2995,E Union St & 23rd Ave,47.613007,-122.303001,,,1,,,,America/Los_Angeles
1-300,2nd Ave & Pike St,47.608646,-122.338432,,,21,,,,America/Los_Angeles
1-3000,E Union St & 20th Ave,47.612980,-122.306168,,,1,,,,America/Los_Angeles
1-3020,E Union St & 16th Ave,47.612972,-122.311920,,,1,,,,America/Los_Angeles
1-3030,E Union St & 14th Ave,47.612972,-122.314423,,,1,,,,America/Los_Angeles
1-3036,Seneca St & Terry Ave,47.610226,-122.327904,,,1,,,,America/Los_Angeles
1-3037,Seneca St & 8th Ave,47.609280,-122.330170,,,1,,,,America/Los_Angeles
1-31001,Beacon Ave S & S Webster St,47.535332,-122.291222,,,1,,,,America/Los_Angeles
1-3149,11th Ave & E Madison St,47.612480,-122.318245,,,1,,,,America/Los_Angeles
1-3150,Seneca St & 8th Ave,47.609253,-122.329842,,,1,,,,America/Los_Angeles
1-3151,Seneca St & 9th Ave,47.609890,-122.328316,,,1,,,,America/Los_Angeles
1-3152,Seneca St & Boren Ave,47.610809,-122.326126,,,1,,,,America/Los_Angeles
1-3153,Seneca St & Summit Ave,47.611763,-122.323883,,,1,,,,America/Los_Angeles
1-3154,Seneca St & Boylston Ave,47.612221,-122.322777,,,1,,,,America/Los_Angeles
1-3155,E Union St & Broadway,47.612884,-122.320389,,,1,,,,America/Los_Angeles
1-3159,E Madison St & 12th Ave,47.612934,-122.316345,,,1,,,,America/Los_Angeles
1-3170,E Union St & 14th Ave,47.612839,-122.313751,,,1,,,,America/Los_Angeles
1-320,2nd Ave & Seneca St,47.606213,-122.336205,,,21,,,,America/Los_Angeles
1-340,2nd Ave & Marion St,47.604466,-122.334625,,,21,,,,America/Los_Angeles
1-360,2nd Ave & Cherry St,47.603020,-122.333282,,,21,,,,America/Los_Angeles
1-361,2nd Ave & James St,47.602478,-122.332809,,,21,,,,America/Los_Angeles
1-390,2nd Ave Ext S & S Jackson St,47.599266,-122.329857,,,21,,,,America/Los_Angeles
1-400,3rd Ave & Bell St,47.614445,-122.344513,,,21,,,,America/Los_Angeles
1-420,3rd Ave & Virginia St,47.612373,-122.341019,,,21,,,,America/Los_Angeles
1-430,3rd Ave & Pine St,47.610790,-122.338875,,,21,,,,America/Los_Angeles
1-431,3rd Ave & Pike St,47.609791,-122.337959,,,21,,,,America/Los_Angeles
1-433,3rd Ave & Pike St,47.609070,-122.337288,,,21,,,,America/Los_Angeles
1-450,3rd Ave & Union St,47.608250,-122.336548,,,21,,,,America/Los_Angeles
1-455,University St Station - Bay C,47.607246,-122.335754,,,21,,,,America/Los_Angeles
1-456,University St Station - Bay D,47.607613,-122.336082,,,21,,,,America/Los_Angeles
1-468,3rd Ave & Seneca St,47.606502,-122.334938,,,21,,,,America/Los_Angeles
1-480,3rd Ave & Marion St,47.604996,-122.333572,,,21,,,,America/Los_Angeles
1-481,3rd Ave & Columbia St,47.604263,-122.332901,,,21,,,,America/Los_Angeles
1-490,3rd Ave & Columbia St,47.603794,-122.332466,,,21,,,,America/Los_Angeles
1-500,3rd Ave & James St,47.602234,-122.331047,,,21,,,,America/Los_Angeles
1-501,Pioneer Sq Station - Bay C,47.602139,-122.331055,,,21,,,,America/Los_Angeles
1-502,Pioneer Sq Station - Bay D,47.602608,-122.331497,,,21,,,,America/Los_Angeles
1-510,S Washington St & 3rd Ave S,47.600948,-122.330841,,,21,,,,America/Los_Angeles
1-515,3rd Ave S & S Main St,47.600239,-122.330376,,,21,,,,America/Los_Angeles
1-531,3rd Ave & James St,47.602642,-122.331184,,,21,,,,America/Los_Angeles
1-532,Pioneer Sq Station - Bay A,47.603199,-122.331581,,,21,,,,America/Los_Angeles
1-538,3rd Ave & Columbia St,47.604191,-122.332588,,,21,,,,America/Los_Angeles
1-548,3rd Ave & Madison St,47.605541,-122.333832,,,21,,,,America/Los_Angeles
1-558,3rd Ave & Seneca St,47.607052,-122.335213,,,21,,,,America/Los_Angeles
1-565,University St Station - Bay A,47.608246,-122.336166,,,21,,,,America/Los_Angeles
1-570,3rd Ave & Union St,47.608688,-122.336700,,,21,,,,America/Los_Angeles
1-575,3rd Ave & Pike St,47.609642,-122.337585,,,21,,,,America/Los_Angeles
1-578,3rd Ave & Pike St,47.610485,-122.338356,,,21,,,,America/Los_Angeles
1-590,3rd Ave & Pine St,47.611137,-122.338951,,,21,,,,America/Los_Angeles
1-600,3rd Ave & Virginia St,47.613071,-122.341881,,,21,,,,America/Los_Angeles
1-605,3rd Ave & Bell St,47.615036,-122.345207,,,21,,,,America/Los_Angeles
1-619,4th Ave S & S Jackson St,47.599827,-122.328972,,,21,,,,America/Los_Angeles
1-620,4th Ave S & S Jackson St,47.598812,-122.328903,,,1,,,,America/Los_Angeles
1-621,Intl District Station - Bay A,47.598450,-122.327820,,,71,,,,America/Los_Angeles
1-623,Intl District Station - Bay C,47.597660,-122.328217,,,71,,,,America/Los_Angeles
1-624,Intl District Station - Bay D,47.598381,-122.328186,,,71,,,,America/Los_Angeles
1-625,S Washington St & 4th Ave S,47.600803,-122.329048,,,21,,,,America/Los_Angeles
1-628,4th Ave S & S Washington St,47.601219,-122.328903,,,21,,,,America/Los_Angeles
1-640,4th Ave & James St,47.603127,-122.330086,,,21,,,,America/Los_Angeles
1-648,4th Ave & Cherry St,47.604321,-122.331169,,,21,,,,America/Los_Angeles
1-660,4th Ave & Madison St,47.606075,-122.332779,,,21,,,,America/Los_Angeles
1-670,4th Ave & Seneca St,47.607498,-122.334076,,,21,,,,America/Los_Angeles
1-675,Seneca St & 5th Ave,47.608070,-122.333092,,,21,,,,America/Los_Angeles
1-690,4th Ave & Union St,47.609837,-122.336220,,,21,,,,America/Los_Angeles
1-700,4th Ave & Pike St,47.610951,-122.337250,,,21,,,,America/Los_Angeles
1-720,4th Ave & Stewart St,47.612621,-122.339134,,,21,,,,America/Los_Angeles
1-7430,Wall St & 5th Ave,47.617432,-122.345345,,,1,,,,America/Los_Angeles
1-760,5th Ave & Pine St,47.611668,-122.336601,,,21,,,,America/Los_Angeles
1-790,5th Ave & Seneca St,47.608177,-122.333405,,,21,,,,America/Los_Angeles
1-800,5th Ave & Spring St,47.606964,-122.332291,,,21,,,,America/Los_Angeles
1-810,5th Ave & Marion St,47.605831,-122.331261,,,21,,,,America/Los_Angeles
1-820,5th Ave & Jefferson St,47.603092,-122.328766,,,21,,,,America/Los_Angeles
1-840,5th Ave S & S Jackson St,47.599880,-122.327560,,,21,,,,America/Los_Angeles
1-843,5th Ave S & S Jackson St,47.598782,-122.327782,,,1,,,,America/Los_Angeles
1-860,5th Ave & James St,47.603592,-122.328972,,,21,,,,America/Los_Angeles
1-875,8th Ave & Pine St,47.613613,-122.333542,,,1,,,,America/Los_Angeles
1-880,Virginia St & 6th Ave,47.614315,-122.338287,,,21,,,,America/Los_Angeles
1-900,Virginia St & 9th Ave,47.616547,-122.335388,,,1,,,,America/Los_Angeles
1-905,Stewart St & Yale Ave N,47.618839,-122.330414,,,1,,,,America/Los_Angeles
1-940,Stewart St & 9th Ave,47.615704,-122.334457,,,1,,,,America/Los_Angeles
1-950,Stewart St & 7th Ave,47.614361,-122.336205,,,1,,,,America/Los_Angeles
1-970,Stewart St & 4th Ave,47.612129,-122.339073,,,21,,,,America/Los_Angeles
1-992,Howell St & 9th Ave,47.614635,-122.333260,,,1,,,,America/Los_Angeles
10000,NE 55th St & 43rd Ave NE,47.668575,-122.283653,,,1,,,,America/Los_Angeles
10005,40th Ave NE & NE 51st St,47.665886,-122.284897,,,1,,,,America/Los_Angeles
10010,NE 55th St & 39th Ave NE,47.668579,-122.285667,,,1,,,,America/Los_Angeles
10020,NE 55th St & 37th Ave NE,47.668579,-122.288300,,,1,,,,America/Los_Angeles
10030,NE 55th St & 35th Ave NE,47.668579,-122.290512,,,1,,,,America/Los_Angeles
10040,NE 55th St & 33rd Ave NE,47.668583,-122.293015,,,1,,,,America/Los_Angeles
10050,NE 55th St & 30th Ave NE,47.668591,-122.295448,,,1,,,,America/Los_Angeles
10060,NE 55th St & 27th Ave NE,47.668594,-122.298859,,,1,,,,America/Los_Angeles
10070,NE 55th St & 25th Ave NE,47.668594,-122.300980,,,1,,,,America/Los_Angeles
10083,Ravenna Ave NE & Ravenna Pl NE,47.668480,-122.303780,,,1,,,,America/Los_Angeles
10100,NE Ravenna Blvd & Park Rd NE,47.669552,-122.305405,,,1,,,,America/Los_Angeles
10110,20th Ave NE & NE 55th St,47.668274,-122.306580,,,1,,,,America/Los_Angeles
10120,20th Ave NE & NE 52nd St,47.666283,-122.306602,,,1,,,,America/Los_Angeles
10130,NE 50th St & 19th Ave NE,47.664928,-122.307114,,,1,,,,America/Los_Angeles
10145,NE 50th St & 16th Ave NE,47.664959,-122.311172,,,1,,,,America/Los_Angeles
10170,Fairview Ave E & E Nelson Pl,47.630054,-122.329338,,,1,,,,America/Los_Angeles
10180,Fairview Ave N & Yale Ave N,47.628349,-122.331520,,,1,,,,America/Los_Angeles
10190,Fairview Ave N & Aloha St,47.627209,-122.332947,,,1,,,,America/Los_Angeles
10210,Fairview Ave N & Mercer St,47.624035,-122.334457,,,1,,,,America/Los_Angeles
10225,Fairview Ave N & Thomas St,47.620586,-122.334435,,,1,,,,America/Los_Angeles
10240,Boren Ave & Virginia St,47.617500,-122.333817,,,1,,,,America/Los_Angeles
10280,Fairview Ave & Denny Way,47.618420,-122.334198,,,1,,,,America/Los_Angeles
10305,Fairview Ave N & Harrison St,47.622276,-122.334229,,,1,,,,America/Los_Angeles
10325,Fairview Ave N & Valley St,47.626545,-122.333542,,,1,,,,America/Los_Angeles
10340,Fairview Ave N & Yale Ave N,47.628876,-122.330597,,,1,,,,America/Los_Angeles
10350,Fairview Ave E & Yale Ave N,47.630470,-122.328545,,,1,,,,America/Los_Angeles
10370,NE 50th St & University Way NE,47.664829,-122.312660,,,1,,,,America/Los_Angeles
10380,NE 50th St & 16th Ave NE,47.664814,-122.310432,,,1,,,,America/Los_Angeles
10400,20th Ave NE & NE 50th St,47.665028,-122.306404,,,1,,,,America/Los_Angeles
10410,20th Ave NE & NE 52nd St,47.666641,-122.306404,,,1,,,,America/Los_Angeles
10420,20th Ave NE & NE 54th St,47.668163,-122.306389,,,1,,,,America/Los_Angeles
10430,NE Ravenna Blvd & 21st Ave NE,47.669266,-122.305489,,,1,,,,America/Los_Angeles
10445,Ravenna Ave NE & NE 54th St,47.668003,-122.303864,,,1,,,,America/Los_Angeles
10460,NE 55th St & 25th Ave NE,47.668449,-122.300217,,,1,,,,America/Los_Angeles
10470,NE 55th St & 27th Ave NE,47.668449,-122.298218,,,1,,,,America/Los_Angeles
10480,NE 55th St & 30th Ave NE,47.668449,-122.295074,,,1,,,,America/Los_Angeles
10490,NE 55th St & 33rd Ave NE,47.668449,-122.292320,,,1,,,,America/Los_Angeles
1050,Olive Way & 8th Ave,47.613937,-122.334160,,,1,,,,America/Los_Angeles
10500,NE 55th St & 35th Ave NE,47.668446,-122.290390,,,1,,,,America/Los_Angeles
10510,NE 55th St & 36th Ave NE,47.668446,-122.288803,,,1,,,,America/Los_Angeles
10513,40th Ave NE & NE 46th St,47.661831,-122.284668,,,1,,,,America/Los_Angeles
10515,40th Ave NE & NE 50th St,47.665093,-122.284698,,,1,,,,America/Los_Angeles
10525,NE 55th St & 40th Ave NE,47.668442,-122.285049,,,1,,,,America/Los_Angeles
10550,NE 55th St & 45th Ave NE,47.669002,-122.279121,,,1,,,,America/Los_Angeles
10560,NE 55th St & Princeton Ave NE,47.669182,-122.275909,,,1,,,,America/Los_Angeles
10561,Sand Point Way NE & 38th Ave NE,47.661575,-122.286484,,,1,,,,America/Los_Angeles
10562,Sand Point Way NE & 40th Ave NE,47.663448,-122.284119,,,1,,,,America/Los_Angeles
10564,Sand Point Way NE & NE 50th St,47.664654,-122.282867,,,1,,,,America/Los_Angeles
10566,Sand Point Way NE & NE 52nd St,47.667080,-122.280350,,,1,,,,America/Los_Angeles
10568,Sand Point Way NE & Princeton Ave NE,47.668194,-122.275978,,,1,,,,America/Los_Angeles
10570,Sand Point Way NE & NE 55th St,47.668327,-122.273605,,,1,,,,America/Los_Angeles
10580,Sand Point Way NE & NE Windermere Rd,47.670261,-122.270485,,,1,,,,America/Los_Angeles
