stop_id,stop_name,stop_lat,stop_lon,stop_code,stop_desc,zone_id,location_type,parent_station,wheelchair_boarding,stop_timezone
15650,SW Admiral Way & 61st Ave SW,47.575974,-122.410660,,,1,,,,America/Los_Angeles
15651,63rd Ave SW & SW Admiral Way,47.576240,-122.413239,,,1,,,,America/Los_Angeles
15652,63rd Ave SW & Alki Ave SW,47.578209,-122.413185,,,1,,,,America/Los_Angeles
1610,Prefontaine Pl S & Yesler Way,47.601734,-122.330116,,,21,,,,America/Los_Angeles
16100,Aurora Village TC - Bay 10,47.774242,-122.342407,,,18,,,,America/Los_Angeles
16101,Aurora Village TC - Bay 1,47.774534,-122.341987,,,18,,,,America/Los_Angeles
16102,Aurora Village TC - Bay 2,47.774536,-122.341401,,,18,,,,America/Los_Angeles
16103,Aurora Village TC - Bay 3,47.774535,-122.340975,,,18,,,,America/Los_Angeles
16104,Aurora Village TC - Bay 4,47.774421,-122.341991,,,18,,,,America/Los_Angeles
16106,Aurora Village TC - Bay 6,47.774395,-122.341034,,,18,,,,America/Los_Angeles
16112,Aurora Village TC - Bay 12,47.774235,-122.341301,,,18,,,,America/Los_Angeles
16120,Aurora Ave N & N 200th St,47.774601,-122.345856,,,18,,,,America/Los_Angeles
16132,N 192nd St & Aurora Ave N,47.767708,-122.346451,,,18,,,,America/Los_Angeles
16140,Meridian Ave N & N 203rd St,47.775646,-122.335358,,,18,,,,America/Los_Angeles
16160,Meridian Ave N & N 198th St,47.772114,-122.335304,,,18,,,,America/Los_Angeles
16170,Meridian Ave N & N 194th St,47.769840,-122.335266,,,18,,,,America/Los_Angeles
16180,Meridian Ave N & N 190th St,47.766693,-122.335197,,,18,,,,America/Los_Angeles
16190,Meridian Ave N & N 188th St,47.765369,-122.335167,,,18,,,,America/Los_Angeles
16200,Meridian Ave N & N 185th St,47.762920,-122.335114,,,18,,,,America/Los_Angeles
16210,Meridian Ave N & N 183rd St,47.761539,-122.335091,,,18,,,,America/Los_Angeles
16220,Meridian Ave N & N 180th St,47.759384,-122.335030,,,18,,,,America/Los_Angeles
16230,Meridian Ave N & N 178th St,47.757553,-122.334991,,,18,,,,America/Los_Angeles
16240,Meridian Ave N & N 175th St,47.755634,-122.334938,,,18,,,,America/Los_Angeles
16250,Meridian Ave N & N 170th St,47.752548,-122.334885,,,18,,,,America/Los_Angeles
16260,Meridian Ave N & N 167th St,47.750267,-122.334839,,,18,,,,America/Los_Angeles
16270,Meridian Ave N & N 165th St,47.748444,-122.334801,,,18,,,,America/Los_Angeles
16280,Meridian Ave N & N 163rd St,47.746639,-122.334747,,,18,,,,America/Los_Angeles
16290,Meridian Ave N & N 160th St,47.744835,-122.334694,,,18,,,,America/Los_Angeles
16300,Meridian Ave N & N 158th St,47.743401,-122.334648,,,18,,,,America/Los_Angeles
16310,Meridian Ave N & N 155th St,47.741138,-122.334579,,,18,,,,America/Los_Angeles
16330,Meridian Ave N & N 150th St,47.737575,-122.334473,,,18,,,,America/Los_Angeles
16340,Meridian Ave N & N 148th St,47.736145,-122.334450,,,18,,,,America/Los_Angeles
16390,NE Ravenna Blvd & Woodlawn Ave NE,47.678459,-122.324844,,,1,,,,America/Los_Angeles
16400,NE Ravenna Blvd & NE 68th St,47.677383,-122.323875,,,1,,,,America/Los_Angeles
16409,NE Ravenna Blvd & I-5,47.674740,-122.321442,,,1,,,,America/Los_Angeles
16410,NE 65th St & NE Ravenna Blvd,47.675796,-122.321358,,,1,,,,America/Los_Angeles
16419,8th Ave NE & NE 64th St,47.675240,-122.319954,,,1,,,,America/Los_Angeles
16423,5th Ave NE & NE 70th St,47.679817,-122.322739,,,1,,,,America/Los_Angeles
16424,5th Ave NE & NE 71st St,47.679920,-122.322945,,,1,,,,America/Los_Angeles
16425,Weedin Pl NE & 8th Ave NE,47.676910,-122.320213,,,1,,,,America/Los_Angeles
16426,5th Ave NE & NE Maple Leaf Pl,47.682930,-122.322792,,,1,,,,America/Los_Angeles
16427,Weedin Pl NE & 8th Ave NE,47.676861,-122.320404,,,1,,,,America/Los_Angeles
16428,5th Ave NE & NE Maple Leaf Pl,47.682594,-122.322998,,,1,,,,America/Los_Angeles
16430,NE 65th St & Roosevelt Way NE,47.675766,-122.317535,,,1,,,,America/Los_Angeles
16440,Roosevelt Way NE & NE 65th St,47.675457,-122.317467,,,1,,,,America/Los_Angeles
16460,Roosevelt Way NE & NE Ravenna Blvd,47.672356,-122.317467,,,1,,,,America/Los_Angeles
16465,NE Ravenna Blvd & Roosevelt Way NE,47.671848,-122.316971,,,1,,,,America/Los_Angeles
16480,Roosevelt Way NE & NE 55th St,47.668396,-122.317467,,,1,,,,America/Los_Angeles
16509,NE Ravenna Blvd & NE 65th St,47.675736,-122.321602,,,1,,,,America/Los_Angeles
16515,NE Ravenna Blvd & NE 68th St,47.677872,-122.323601,,,1,,,,America/Los_Angeles
16520,NE Ravenna Blvd & Woodlawn Ave NE,47.678932,-122.324608,,,1,,,,America/Los_Angeles
16570,Meridian Ave N & N 145th St,47.733891,-122.334175,,,20,,,,America/Los_Angeles
16590,Meridian Ave N & N 150th St,47.738098,-122.334282,,,18,,,,America/Los_Angeles
16610,Meridian Ave N & N 155th St,47.741638,-122.334389,,,18,,,,America/Los_Angeles
16620,Meridian Ave N & N 156th Pl,47.743175,-122.334450,,,18,,,,America/Los_Angeles
16630,Meridian Ave N & N 159th St,47.744774,-122.334488,,,18,,,,America/Los_Angeles
16640,Meridian Ave N & N 163rd St,47.747055,-122.334557,,,18,,,,America/Los_Angeles
16650,Meridian Ave N & N 165th St,47.748962,-122.334610,,,18,,,,America/Los_Angeles
16660,Meridian Ave N & N 167th St,47.750801,-122.334641,,,18,,,,America/Los_Angeles
16670,Meridian Ave N & N 170th St,47.752296,-122.334663,,,18,,,,America/Los_Angeles
16680,Meridian Ave N & N 175th St,47.756298,-122.334763,,,18,,,,America/Los_Angeles
16690,Meridian Ave N & N 178th St,47.758083,-122.334801,,,18,,,,America/Los_Angeles
16700,Meridian Ave N & N 180th St,47.759907,-122.334839,,,18,,,,America/Los_Angeles
1671,S Jackson St & 12th Ave S,47.599274,-122.315536,,,1,,,,America/Los_Angeles
16710,Meridian Ave N & N 183rd St,47.761700,-122.334885,,,18,,,,America/Los_Angeles
16720,Meridian Ave N & N 185th St,47.763523,-122.334923,,,18,,,,America/Los_Angeles
16730,Meridian Ave N & N 187th St,47.765060,-122.334969,,,18,,,,America/Los_Angeles
16740,Meridian Ave N & N 190th St,47.767166,-122.335007,,,18,,,,America/Los_Angeles
16750,Meridian Ave N & N 193rd St,47.769440,-122.335060,,,18,,,,America/Los_Angeles
16760,Meridian Ave N & N 198th St,47.772446,-122.335098,,,18,,,,America/Los_Angeles
16770,N 200th St & Burke Ave N,47.774242,-122.336700,,,18,,,,America/Los_Angeles
16800,Meridian Ave N & N 145th St,47.733818,-122.334381,,,20,,,,America/Los_Angeles
16810,Meridian Ave N & N 143rd St,47.732105,-122.334366,,,1,,,,America/Los_Angeles
16830,Meridian Ave N & Roosevelt Way N,47.728809,-122.334320,,,1,,,,America/Los_Angeles
16840,Meridian Ave N & N 135th St,47.726711,-122.334297,,,1,,,,America/Los_Angeles
16850,Meridian Ave N & N 133rd St,47.725132,-122.334297,,,1,,,,America/Los_Angeles
16860,Meridian Ave N & N 130th St,47.722950,-122.334282,,,1,,,,America/Los_Angeles
16870,N 128th St & Meridian Ave N,47.722084,-122.334572,,,1,,,,America/Los_Angeles
16880,Densmore Ave N & N 128th St,47.721592,-122.337669,,,1,,,,America/Los_Angeles
16890,Densmore Ave N & N 125th St,47.719292,-122.338570,,,1,,,,America/Los_Angeles
16900,Densmore Ave N & N 122nd St,47.717133,-122.337410,,,1,,,,America/Los_Angeles
16910,N 122nd St & Meridian Ave N,47.717056,-122.334503,,,1,,,,America/Los_Angeles
16914,Northwest Hospital,47.713734,-122.336479,,,1,,,,America/Los_Angeles
16920,Meridian Ave N & N 120th St,47.716000,-122.334213,,,1,,,,America/Los_Angeles
16940,Meridian Ave N & N 115th St,47.711971,-122.334160,,,1,,,,America/Los_Angeles
16960,Meridian Ave N & N Northgate Way,47.708210,-122.334091,,,1,,,,America/Los_Angeles
16980,Meridian Ave N & N 105th St,47.705120,-122.334038,,,1,,,,America/Los_Angeles
16990,College Way N & N 103rd St,47.703052,-122.334106,,,1,,,,America/Los_Angeles
17010,College Way N & N 97th St,47.699341,-122.335297,,,1,,,,America/Los_Angeles
17022,N 92nd St & Corliss Ave N,47.695854,-122.330673,,,1,,,,America/Los_Angeles
17024,1st Ave NE & NE 95th St,47.697922,-122.328354,,,1,,,,America/Los_Angeles
17040,Wallingford Ave N & N 90th St,47.694248,-122.336578,,,1,,,,America/Los_Angeles
17070,Wallingford Ave N & N 82nd St,47.688530,-122.336510,,,1,,,,America/Los_Angeles
17080,Wallingford Ave N & N 80th St,47.687061,-122.336464,,,1,,,,America/Los_Angeles
17100,N 80th St & Corliss Ave N,47.686813,-122.330688,,,1,,,,America/Los_Angeles
17110,1st Ave NE & N 80th St,47.686600,-122.328438,,,1,,,,America/Los_Angeles
17120,1st Ave NE & N 77th St,47.684860,-122.328407,,,1,,,,America/Los_Angeles
17140,Woodlawn Ave NE & Latona Ave NE,47.682034,-122.326538,,,1,,,,America/Los_Angeles
17160,Woodlawn Ave NE & NE 71st St,47.679577,-122.324730,,,1,,,,America/Los_Angeles
17170,Woodlawn Ave NE & 5th Ave NE,47.678181,-122.325783,,,1,,,,America/Los_Angeles
17180,Woodlawn Ave NE & 1st Ave NE,47.677597,-122.328697,,,1,,,,America/Los_Angeles
17209,Woodlawn Ave N & N 63rd St,47.674576,-122.333145,,,1,,,,America/Los_Angeles
17230,Kirkwood Pl N & N 59th St,47.671562,-122.333534,,,1,,,,America/Los_Angeles
17250,N 56th St & Keystone Pl N,47.668751,-122.332848,,,1,,,,America/Los_Angeles
17260,Meridian Ave N & N 54th St,47.667709,-122.333801,,,1,,,,America/Los_Angeles
17280,Meridian Ave N & N 50th St,47.664829,-122.333832,,,1,,,,America/Los_Angeles
17300,Meridian Ave N & N 46th St,47.661941,-122.333847,,,1,,,,America/Los_Angeles
17310,N 45th St & Wallingford Ave N,47.661461,-122.335556,,,1,,,,America/Los_Angeles
17350,N 40th St & Ashworth Ave N,47.655735,-122.340248,,,1,,,,America/Los_Angeles
17360,N 40th St & Ashworth Ave N,47.655598,-122.339661,,,1,,,,America/Los_Angeles
17410,N 45th St & Wallingford Ave N,47.661316,-122.335632,,,1,,,,America/Los_Angeles
17420,Meridian Ave N & N 45th St,47.661663,-122.333626,,,1,,,,America/Los_Angeles
17440,Meridian Ave N & N 49th St,47.664352,-122.333626,,,1,,,,America/Los_Angeles
17460,Meridian Ave N & N 53rd St,47.667378,-122.333595,,,1,,,,America/Los_Angeles
17470,N 56th St & Keystone Pl N,47.668667,-122.332603,,,1,,,,America/Los_Angeles
17490,Kirkwood Pl N & N 59th St,47.671555,-122.333298,,,1,,,,America/Los_Angeles
17510,Woodlawn Ave N & N 63rd St,47.674355,-122.333160,,,1,,,,America/Los_Angeles
17530,Woodlawn Ave NE & Sunnyside Ave N,47.677475,-122.329132,,,1,,,,America/Los_Angeles
17560,Woodlawn Ave NE & NE 71st St,47.680023,-122.324486,,,1,,,,America/Los_Angeles
17570,Woodlawn Ave NE & Latona Ave NE,47.682411,-122.326836,,,1,,,,America/Los_Angeles
17590,1st Ave NE & NE 77th St,47.685265,-122.328217,,,1,,,,America/Los_Angeles
17610,N 80th St & Corliss Ave N,47.686939,-122.330269,,,1,,,,America/Los_Angeles
17640,Wallingford Ave N & N 80th St,47.687332,-122.336273,,,1,,,,America/Los_Angeles
17650,Wallingford Ave N & N 82nd St,47.688904,-122.336319,,,1,,,,America/Los_Angeles
17680,Wallingford Ave N & N 90th St,47.694363,-122.336388,,,1,,,,America/Los_Angeles
17694,North Seattle College,47.697823,-122.332741,,,1,,,,America/Los_Angeles
17695,College Way N,47.697693,-122.332558,,,1,,,,America/Los_Angeles
17696,1st Ave NE & N 92nd St,47.696049,-122.328545,,,1,,,,America/Los_Angeles
17698,N 92nd St & Corliss Ave N,47.695995,-122.330513,,,1,,,,America/Los_Angeles
17710,College Way N & N 97th St,47.699268,-122.334908,,,1,,,,America/Los_Angeles
17730,College Way N & N 103rd St,47.703201,-122.333794,,,1,,,,America/Los_Angeles
17740,Meridian Ave N & N 105th St,47.705006,-122.333832,,,1,,,,America/Los_Angeles
17755,N Northgate Way & Meridian Ave N,47.708534,-122.334610,,,1,,,,America/Los_Angeles
17760,Meridian Ave N & N Northgate Way,47.709003,-122.333900,,,1,,,,America/Los_Angeles
17780,Meridian Ave N & N 115th St,47.712456,-122.333969,,,1,,,,America/Los_Angeles
17800,Meridian Ave N & N 120th St,47.716145,-122.334023,,,1,,,,America/Los_Angeles
17815,N 122nd St & Meridian Ave N,47.717194,-122.334450,,,1,,,,America/Los_Angeles
17820,N 122nd St & Burke Ave N,47.717190,-122.336456,,,1,,,,America/Los_Angeles
17830,Densmore Ave N & N 125th St,47.719486,-122.338463,,,1,,,,America/Los_Angeles
17840,Densmore Ave N & N 128th St,47.721878,-122.337318,,,1,,,,America/Los_Angeles
17850,N 128th St & Meridian Ave N,47.721947,-122.334526,,,1,,,,America/Los_Angeles
17860,Meridian Ave N & N 130th St,47.723156,-122.334091,,,1,,,,America/Los_Angeles
17870,Meridian Ave N & N 133rd St,47.725273,-122.334091,,,1,,,,America/Los_Angeles
17880,Meridian Ave N & N 135th St,47.727169,-122.334106,,,1,,,,America/Los_Angeles
17890,Meridian Ave N & Roosevelt Way N,47.728920,-122.334122,,,1,,,,America/Los_Angeles
17900,Meridian Ave N & N 140th St,47.730442,-122.334129,,,1,,,,America/Los_Angeles
17950,View Ave NW & Loyal Ave NW,47.695324,-122.401215,,,1,,,,America/Los_Angeles
17951,Loyal Ave NW & Golden Gardens Dr NW,47.693913,-122.399483,,,1,,,,America/Los_Angeles
17952,Golden Gardens Dr NW & NW 87th St,47.692368,-122.398811,,,1,,,,America/Los_Angeles
17960,32nd Ave NW & NW 85th St,47.690132,-122.398407,,,1,,,,America/Los_Angeles
17970,32nd Ave NW & NW 80th St,47.688011,-122.398407,,,1,,,,America/Los_Angeles
17980,32nd Ave NW & NW 80th St,47.686363,-122.398392,,,1,,,,America/Los_Angeles
17990,32nd Ave NW & NW 77th St,47.684975,-122.398415,,,1,,,,America/Los_Angeles
18000,32nd Ave NW & NW 75th St,47.683136,-122.398407,,,1,,,,America/Los_Angeles
18010,32nd Ave NW & NW 73rd St,47.681679,-122.398499,,,1,,,,America/Los_Angeles
18020,32nd Ave NW & NW 72nd St,47.680710,-122.398499,,,1,,,,America/Los_Angeles
18030,32nd Ave NW & NW 70th St,47.679245,-122.398483,,,1,,,,America/Los_Angeles
18040,32nd Ave NW & NW 67th St,47.677048,-122.398476,,,1,,,,America/Los_Angeles
18041,32nd Ave NW & NW 64th St,47.674480,-122.398483,,,1,,,,America/Los_Angeles
18050,32nd Ave NW & NW 61st St,47.672779,-122.398476,,,1,,,,America/Los_Angeles
18060,32nd Ave NW & NW 59th St,47.671360,-122.398430,,,1,,,,America/Los_Angeles
18066,NW Market St & 32nd Ave NW,47.668552,-122.397911,,,1,,,,America/Los_Angeles
18070,32nd Ave NW & NW 56th St,47.669605,-122.398430,,,1,,,,America/Los_Angeles
18085,32nd Ave NW & NW Market St,47.667934,-122.398415,,,1,,,,America/Los_Angeles
18090,NW 54th St & 30th Ave NW,47.667667,-122.396339,,,1,,,,America/Los_Angeles
18100,NW Market St & 28th Ave NW,47.668591,-122.392502,,,1,,,,America/Los_Angeles
18120,NW Market St & Ballard Ave NW,47.668613,-122.385468,,,1,,,,America/Los_Angeles
18145,Leary Ave NW & NW Vernon Pl,47.667316,-122.383018,,,1,,,,America/Los_Angeles
18150,Leary Ave NW & NW Ione Pl,47.665360,-122.380714,,,1,,,,America/Los_Angeles
18165,NW Leary Way & 15th Ave NW,47.663593,-122.375587,,,1,,,,America/Los_Angeles
18170,W Nickerson St & W Emerson St,47.654190,-122.375465,,,1,,,,America/Los_Angeles
18180,W Nickerson St & 12th Ave W,47.654976,-122.372124,,,1,,,,America/Los_Angeles
18190,W Nickerson St & Jesse Ave W,47.653629,-122.369850,,,1,,,,America/Los_Angeles
18200,W Nickerson St & 8th Ave W,47.652119,-122.366890,,,1,,,,America/Los_Angeles
18210,W Nickerson St & 6th Ave W,47.651512,-122.364243,,,1,,,,America/Los_Angeles
18220,W Nickerson St & 3rd Ave W,47.650680,-122.360550,,,1,,,,America/Los_Angeles
18230,W Nickerson St & Queen Anne Ave N,47.649792,-122.357918,,,1,,,,America/Los_Angeles
18240,Nickerson St & Warren Ave N,47.648266,-122.354568,,,1,,,,America/Los_Angeles
18250,Nickerson St & Florentia St,47.647102,-122.352066,,,1,,,,America/Los_Angeles
18260,Dexter Ave N & 4th Ave N,47.645416,-122.349243,,,1,,,,America/Los_Angeles
18270,Dexter Ave N & Wheeler St,47.643513,-122.345863,,,1,,,,America/Los_Angeles
18295,Dexter Ave N & 6th Ave N,47.640152,-122.344444,,,1,,,,America/Los_Angeles
18315,Dexter Ave N & Crockett St,47.637371,-122.343315,,,1,,,,America/Los_Angeles
18320,Dexter Ave N & Howe St,47.635719,-122.342400,,,1,,,,America/Los_Angeles
18340,Dexter Ave N & Galer St,47.631958,-122.342384,,,1,,,,America/Los_Angeles
18359,Dexter Ave N & Aloha St,47.627239,-122.342438,,,1,,,,America/Los_Angeles
18370,Dexter Ave N & Mercer St,47.625156,-122.342453,,,1,,,,America/Los_Angeles
18390,Dexter Ave N & Harrison St,47.621864,-122.342476,,,1,,,,America/Los_Angeles
18402,Dexter Ave & Denny Way,47.618301,-122.342506,,,1,,,,America/Los_Angeles
18406,Bell St & 7th Ave,47.617165,-122.341743,,,1,,,,America/Los_Angeles
18455,Dexter Ave N & Harrison St,47.622402,-122.342270,,,1,,,,America/Los_Angeles
18465,Dexter Ave N & Mercer St,47.625324,-122.342247,,,1,,,,America/Los_Angeles
18480,Dexter Ave N & Aloha St,47.627407,-122.342216,,,1,,,,America/Los_Angeles
18505,Dexter Ave N & Galer St,47.632465,-122.342178,,,1,,,,America/Los_Angeles
18530,Dexter Ave N & Newton St,47.636108,-122.342369,,,1,,,,America/Los_Angeles
18540,Dexter Ave N & Crockett St,47.638100,-122.343513,,,1,,,,America/Los_Angeles
18550,Dexter Ave N & Wheeler St,47.641213,-122.344543,,,1,,,,America/Los_Angeles
18580,Dexter Ave N & 4th Ave N,47.643898,-122.345978,,,1,,,,America/Los_Angeles
18590,Dexter Ave N & 4th Ave N,47.645462,-122.349037,,,1,,,,America/Los_Angeles
18600,Nickerson St & 3rd Ave N,47.647102,-122.351685,,,1,,,,America/Los_Angeles
18610,Nickerson St & Warren Ave N,47.648422,-122.354568,,,1,,,,America/Los_Angeles
18620,Nickerson St & Cremona St,47.649681,-122.357300,,,1,,,,America/Los_Angeles
18630,W Nickerson St & 3rd Ave W,47.650986,-122.361244,,,1,,,,America/Los_Angeles
18640,W Nickerson St & 6th Ave W,47.651791,-122.364815,,,1,,,,America/Los_Angeles
18650,W Nickerson St & 8th Ave W,47.652378,-122.367371,,,1,,,,America/Los_Angeles
18660,W Nickerson St & Jesse Ave W,47.653969,-122.370102,,,1,,,,America/Los_Angeles
18670,W Nickerson St & 11th Ave W,47.654903,-122.371696,,,1,,,,America/Los_Angeles
18674,Fauntleroy Ferry Trm & Fauntleroy Ave SW,47.523251,-122.396317,,,1,,,,America/Los_Angeles
18675,Fauntleroy Ferry Trm & Fauntleroy Way SW,47.523117,-122.395508,,,1,,,,America/Los_Angeles
18680,W Nickerson St & W Emerson St,47.654415,-122.375740,,,1,,,,America/Los_Angeles
18696,NW Leary Way & 15th Ave NW,47.663731,-122.377090,,,1,,,,America/Los_Angeles
18706,Leary Ave NW & NW Ione Pl,47.665527,-122.380646,,,1,,,,America/Los_Angeles
18720,Leary Ave NW & NW Vernon Pl,47.667210,-122.382637,,,1,,,,America/Los_Angeles
18740,NW Market St & Ballard Ave NW,47.668747,-122.386368,,,1,,,,America/Los_Angeles
18760,NW Market St & 28th Ave NW,47.668724,-122.392639,,,1,,,,America/Los_Angeles
18770,NW 54th St & NW Market St,47.668381,-122.395302,,,1,,,,America/Los_Angeles
18780,NW 54th St & 32nd Ave NW,47.667732,-122.396927,,,1,,,,America/Los_Angeles
18785,NW Market St & 30th Ave NW,47.668709,-122.396057,,,1,,,,America/Los_Angeles
18790,32nd Ave NW & NW Market St,47.668552,-122.398216,,,1,,,,America/Los_Angeles
18800,32nd Ave NW & NW 56th St,47.669784,-122.398224,,,1,,,,America/Los_Angeles
18810,32nd Ave NW & NW 58th St,47.671169,-122.398224,,,1,,,,America/Los_Angeles
18820,32nd Ave NW & NW 60th St,47.672405,-122.398254,,,1,,,,America/Los_Angeles
18830,32nd Ave NW & NW 62nd St,47.673882,-122.398277,,,1,,,,America/Los_Angeles
18840,32nd Ave NW & NW 64th St,47.675384,-122.398277,,,1,,,,America/Los_Angeles
18850,32nd Ave NW & NW 66th St,47.676773,-122.398270,,,1,,,,America/Los_Angeles
18860,32nd Ave NW & NW 69th St,47.678661,-122.398277,,,1,,,,America/Los_Angeles
18870,32nd Ave NW & NW 71st St,47.680439,-122.398293,,,1,,,,America/Los_Angeles
18880,32nd Ave NW & NW 73rd St,47.681858,-122.398293,,,1,,,,America/Los_Angeles
18890,32nd Ave NW & NW 75th St,47.683239,-122.398201,,,1,,,,America/Los_Angeles
18900,32nd Ave NW & NW 77th St,47.685085,-122.398216,,,1,,,,America/Los_Angeles
18910,32nd Ave NW & NW 80th St,47.686989,-122.398201,,,1,,,,America/Los_Angeles
18920,32nd Ave NW & Loyal Way NW,47.688595,-122.398201,,,1,,,,America/Los_Angeles
18930,32nd Ave NW & NW 85th St,47.690022,-122.398216,,,1,,,,America/Los_Angeles
18940,Golden Gardens Dr NW & NW 87th St,47.692593,-122.398720,,,1,,,,America/Los_Angeles
18941,Golden Gardens Dr NW & Loyal Ave NW,47.693810,-122.399323,,,1,,,,America/Los_Angeles
18942,View Ave NW & Golden Gardens Dr NW,47.694286,-122.400757,,,1,,,,America/Los_Angeles
18990,Fauntleroy Way SW & SW Morgan St,47.544998,-122.386086,,,1,,,,America/Los_Angeles
19000,Fauntleroy Way SW & SW Juneau St,47.550434,-122.381996,,,1,,,,America/Los_Angeles
19010,Fauntleroy Way SW & SW Dawson St,47.555935,-122.381424,,,1,,,,America/Los_Angeles
19020,Fauntleroy Way SW & SW Alaska St,47.560497,-122.381371,,,1,,,,America/Los_Angeles
19050,Fauntleroy Way SW & SW Alaska St,47.560562,-122.381577,,,1,,,,America/Los_Angeles
19060,Fauntleroy Way SW & SW Dawson St,47.555443,-122.381645,,,1,,,,America/Los_Angeles
19070,Fauntleroy Way SW & SW Juneau St,47.550106,-122.382751,,,1,,,,America/Los_Angeles
19077,Fauntleroy Way SW & 42nd Ave SW,47.545151,-122.386017,,,1,,,,America/Los_Angeles
19080,24th Ave NW & NW 87th St,47.692383,-122.387474,,,1,,,,America/Los_Angeles
19090,24th Ave NW & NW 90th St,47.694759,-122.387474,,,1,,,,America/Los_Angeles
19110,24th Ave NW & NW 95th St,47.698315,-122.387459,,,1,,,,America/Los_Angeles
19120,24th Ave NW & NW 96th St,47.699028,-122.387459,,,1,,,,America/Los_Angeles
19130,NW Neptune Pl & 24th Ave NW,47.700645,-122.387749,,,1,,,,America/Los_Angeles
19140,Triton Dr NW & NW Esplanade St,47.701317,-122.390579,,,1,,,,America/Los_Angeles
19150,Triton Dr NW & 27th Ave NW,47.700054,-122.392532,,,1,,,,America/Los_Angeles
19160,Triton Dr NW & NW Golden Dr,47.698334,-122.393677,,,1,,,,America/Los_Angeles
19170,28th Ave NW & NW 93rd St,47.696575,-122.393005,,,1,,,,America/Los_Angeles
19180,28th Ave NW & NW 90th St,47.694302,-122.393021,,,1,,,,America/Los_Angeles
19190,28th Ave NW & NW 87th St,47.692082,-122.393051,,,1,,,,America/Los_Angeles
19210,NW 85th St & Earl Ave NW,47.690502,-122.391617,,,1,,,,America/Los_Angeles
19240,24th Ave NW & NW 85th St,47.690327,-122.387695,,,1,,,,America/Los_Angeles
19260,24th Ave NW & NW 80th St,47.686607,-122.387695,,,1,,,,America/Los_Angeles
19270,24th Ave NW & NW 77th St,47.684727,-122.387680,,,1,,,,America/Los_Angeles
19300,24th Ave NW & NW 70th St,47.679203,-122.387642,,,1,,,,America/Los_Angeles
19320,24th Ave NW & NW 65th St,47.675556,-122.387695,,,1,,,,America/Los_Angeles
19340,24th Ave NW & NW 61st St,47.672901,-122.387695,,,1,,,,America/Los_Angeles
19360,24th Ave NW & NW 57th St,47.669964,-122.387695,,,1,,,,America/Los_Angeles
19380,Elliott Ave W & W Roy St,47.626427,-122.368256,,,1,,,,America/Los_Angeles
19390,Elliott Ave W & W Mercer St,47.624531,-122.365662,,,1,,,,America/Los_Angeles
19410,Elliott Ave W & W Harrison St,47.622315,-122.363022,,,1,,,,America/Los_Angeles
19420,Western Ave W & Elliott Ave W,47.619957,-122.359802,,,1,,,,America/Los_Angeles
19440,Denny Way & Queen Anne Ave N,47.618656,-122.356606,,,1,,,,America/Los_Angeles
19460,Western Ave W & Elliott Ave W,47.619965,-122.359512,,,1,,,,America/Los_Angeles
19470,Elliott Ave W & 4th Ave W,47.621532,-122.361847,,,1,,,,America/Los_Angeles
19480,Elliott Ave W & 6th Ave W,47.623352,-122.364006,,,1,,,,America/Los_Angeles
19490,Elliott Ave W & W Mercer St,47.625439,-122.366615,,,1,,,,America/Los_Angeles
19500,Elliott Ave W & W Mercer Pl,47.626415,-122.367958,,,1,,,,America/Los_Angeles
19510,24th Ave NW & NW 57th St,47.670299,-122.387489,,,1,,,,America/Los_Angeles
19530,24th Ave NW & NW 61st St,47.673363,-122.387489,,,1,,,,America/Los_Angeles
19570,24th Ave NW & NW 70th St,47.679733,-122.387451,,,1,,,,America/Los_Angeles
19590,24th Ave NW & NW 75th St,47.683372,-122.387459,,,1,,,,America/Los_Angeles
19600,24th Ave NW & NW 77th St,47.685150,-122.387489,,,1,,,,America/Los_Angeles
19610,24th Ave NW & NW 80th St,47.687000,-122.387505,,,1,,,,America/Los_Angeles
19620,24th Ave NW & NW 83rd St,47.688602,-122.387505,,,1,,,,America/Los_Angeles
19630,24th Ave NW & NW 85th St,47.690922,-122.387489,,,1,,,,America/Los_Angeles
19640,SW Brace Point Dr & SW Wildwood Pl,47.520428,-122.389473,,,1,,,,America/Los_Angeles
19650,SW Wildwood Pl & 45th Ave SW,47.521000,-122.390617,,,1,,,,America/Los_Angeles
19670,Fauntleroy Way SW & SW Barton St,47.523178,-122.392899,,,1,,,,America/Los_Angeles
19740,Fauntleroy Way SW & SW Webster St,47.535973,-122.392380,,,1,,,,America/Los_Angeles
19750,Fauntleroy Way SW & SW Myrtle St,47.539867,-122.390511,,,1,,,,America/Los_Angeles
19790,California Ave SW & Fauntleroy Way SW,47.545311,-122.387108,,,1,,,,America/Los_Angeles
19810,California Ave SW & SW Raymond St,47.548752,-122.387039,,,1,,,,America/Los_Angeles
19830,California Ave SW & SW Findlay St,47.552368,-122.386932,,,1,,,,America/Los_Angeles
19850,California Ave SW & SW Dawson St,47.555946,-122.386833,,,1,,,,America/Los_Angeles
19861,SW Edmunds St & 44th Ave SW,47.559406,-122.388023,,,1,,,,America/Los_Angeles
19862,SW Alaska St & California Ave SW - Bay 1,47.561054,-122.386871,,,1,,,,America/Los_Angeles
19875,SW Alaska St & 42nd Ave SW,47.561012,-122.384987,,,1,,,,America/Los_Angeles
19898,SW Avalon Way & SW Bradford St,47.568867,-122.370850,,,1,,,,America/Los_Angeles
