"","Offense Type","Offense Description","Date Reported","Month","Year","Longitude","Latitude"
"3855","THEFT-SHOPLIFT","Shoplifting",NA,3,2018,-122.355155945,47.518276215
"3856","THEFT-SHOPLIFT","Shoplifting",NA,3,2018,-122.355155945,47.518276215
"3857","THEFT-SHOPLIFT","Shoplifting",NA,3,2018,-122.355155945,47.518276215
"3858","THEFT-SHOPLIFT","Shoplifting",NA,3,2018,-122.355155945,47.518276215
"3859","FRAUD-OTHER","Fraud",NA,3,2018,-122.325538635,47.615779877
"3860","FRAUD-OTHER","Fraud",NA,3,2018,-122.325538635,47.615779877
"3861","FRAUD-CHECK","Fraud",NA,3,2018,-122.288742065,47.577682495
"3862","FRAUD-CHECK","Fraud",NA,3,2018,-122.288742065,47.577682495
"3863","FRAUD-CHECK","Fraud",NA,3,2018,-122.288742065,47.577682495
"3864","FRAUD-CHECK","Fraud",NA,3,2018,-122.288742065,47.577682495
"3865","FRAUD-CHECK","Fraud",NA,3,2018,-122.288742065,47.577682495
"3866","THEFT-OTH","Other property",NA,3,2018,-122.334854126,47.600883484
"3867","THEFT-OTH","Other property",NA,3,2018,-122.380508423,47.669445038
"3868","THEFT-OTH","Other property",NA,3,2018,-122.334854126,47.600883484
"3869","THEFT-OTH","Other property",NA,3,2018,-122.380508423,47.669445038
"3870","BURGLARY-FORCE-NONRES","Burglary",NA,3,2018,-122.318595886,47.661304474
"3871","BURGLARY-FORCE-NONRES","Burglary",NA,3,2018,-122.318595886,47.661304474
"3872","BURGLARY-FORCE-NONRES","Burglary",NA,3,2018,-122.318595886,47.661304474
"3873","THEFT-OTH","Other property",NA,3,2018,-122.371566772,47.641353607
"3874","FRAUD-CREDIT CARD","Fraud",NA,3,2018,-122.317428589,47.612915039
"3875","THEFT-OTH","Other property",NA,3,2018,-122.371566772,47.641353607
"3876","FRAUD-CREDIT CARD","Fraud",NA,3,2018,-122.317428589,47.612915039
"3877","ASSLT-AGG-GUN","Assault",NA,3,2018,-122.33505249,47.698677063
"3878","ASSLT-AGG-GUN","Assault",NA,3,2018,-122.33505249,47.698677063
"3879","ASSLT-AGG-GUN","Assault",NA,3,2018,-122.33505249,47.698677063
"3880","BURGLARY-FORCE-NONRES","Burglary",NA,3,2018,-122.336227417,47.609718323
"3881","BURGLARY-FORCE-NONRES","Burglary",NA,3,2018,-122.336227417,47.609718323
"3882","BURGLARY-FORCE-NONRES","Burglary",NA,3,2018,-122.336227417,47.609718323
"3883","BURGLARY-FORCE-NONRES","Burglary",NA,3,2018,-122.336227417,47.609718323
"3884","BURGLARY-FORCE-NONRES","Burglary",NA,3,2018,-122.336227417,47.609718323
"3885","BURGLARY-FORCE-NONRES","Burglary",NA,3,2018,-122.336227417,47.609718323
"3886","BURGLARY-FORCE-NONRES","Burglary",NA,3,2018,-122.336227417,47.609718323
"3887","ASSLT-AGG-WEAPON","Assault",NA,3,2018,-122.36050415,47.521945953
"3888","ASSLT-AGG-WEAPON","Assault",NA,3,2018,-122.36050415,47.521945953
"3889","ASSLT-AGG-WEAPON","Assault",NA,3,2018,-122.36050415,47.521945953
"3890","ASSLT-AGG-WEAPON","Assault",NA,3,2018,-122.36050415,47.521945953
"3891","ASSLT-AGG-WEAPON","Assault",NA,3,2018,-122.36050415,47.521945953
"3892","ASSLT-AGG-WEAPON","Assault",NA,3,2018,-122.36050415,47.521945953
"3893","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.291427612,47.539970398
"3894","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.291427612,47.539970398
"3895","THEFT-SHOPLIFT","Shoplifting",NA,3,2018,-122.344993591,47.725036621
"3896","THEFT-SHOPLIFT","Shoplifting",NA,3,2018,-122.344993591,47.725036621
"3897","THEFT-SHOPLIFT","Shoplifting",NA,3,2018,-122.36730957,47.521026611
"3898","THEFT-SHOPLIFT","Shoplifting",NA,3,2018,-122.36730957,47.521026611
"3899","FRAUD-COMPUTER","Fraud",NA,3,2018,-122.266983032,47.552135468
"3900","FRAUD-COMPUTER","Fraud",NA,3,2018,-122.266983032,47.552135468
"3901","FRAUD-IDENTITY THEFT","Fraud",NA,3,2018,-122.352897644,47.716873169
"3902","FRAUD-IDENTITY THEFT","Fraud",NA,3,2018,-122.352897644,47.716873169
"3903","ROBBERY-STREET-BODYFORCE","Robbery",NA,3,2018,-122.310241699,47.664878845
"3904","ROBBERY-STREET-BODYFORCE","Robbery",NA,3,2018,-122.310241699,47.664878845
"3905","ROBBERY-STREET-BODYFORCE","Robbery",NA,3,2018,-122.310241699,47.664878845
"3906","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.347373962,47.612709045
"3907","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.347373962,47.612709045
"3908","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.347373962,47.612709045
"3909","THREATS-OTHER","Threats",NA,3,2018,-122.314254761,47.672744751
"3910","THREATS-OTHER","Threats",NA,3,2018,-122.314254761,47.672744751
"3911","BURGLARY-NOFORCE-RES","Burglary",NA,3,2018,-122.340713501,47.731117249
"3912","BURGLARY-NOFORCE-RES","Burglary",NA,3,2018,-122.340713501,47.731117249
"3913","BURGLARY-NOFORCE-RES","Burglary",NA,3,2018,-122.340713501,47.731117249
"3914","FRAUD-COMPUTER","Fraud",NA,3,2018,-122.404174805,47.566425323
"3915","FRAUD-COMPUTER","Fraud",NA,3,2018,-122.404174805,47.566425323
"3916","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.391014099,47.526317596
"3917","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.391014099,47.526317596
"3918","ASSLT-NONAGG","Assault",NA,3,2018,-122.342170715,47.609634399
"3919","ASSLT-NONAGG","Assault",NA,3,2018,-122.342170715,47.609634399
"3920","THEFT-BICYCLE","Bike theft",NA,3,2018,-122.30997467,47.626056671
"3921","THEFT-BICYCLE","Bike theft",NA,3,2018,-122.30997467,47.626056671
"3922","THEFT-BICYCLE","Bike theft",NA,3,2018,-122.30997467,47.626056671
"3923","THEFT-BICYCLE","Bike theft",NA,3,2018,-122.30997467,47.626056671
"3924","THEFT-BICYCLE","Bike theft",NA,3,2018,-122.30997467,47.626056671
"3925","THEFT-BICYCLE","Bike theft",NA,3,2018,-122.30997467,47.626056671
"3926","THEFT-BICYCLE","Bike theft",NA,3,2018,-122.30997467,47.626056671
"3927","THEFT-BICYCLE","Bike theft",NA,3,2018,-122.30997467,47.626056671
"3928","THEFT-OTH","Other property",NA,3,2018,-122.337661743,47.700504303
"3929","THEFT-BUILDING","Other property",NA,3,2018,-122.343284607,47.61498642
"3930","THEFT-OTH","Other property",NA,3,2018,-122.337661743,47.700504303
"3931","THEFT-BUILDING","Other property",NA,3,2018,-122.343284607,47.61498642
"3932","THEFT-BUILDING","Other property",NA,3,2018,-122.343284607,47.61498642
"3933","THEFT-BUILDING","Other property",NA,3,2018,-122.343284607,47.61498642
"3934","THEFT-OTH","Other property",NA,3,2018,-122.337661743,47.700504303
"3935","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.347160339,47.613758087
"3936","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.347160339,47.613758087
"3937","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.347160339,47.613758087
"3938","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.347160339,47.613758087
"3939","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.347160339,47.613758087
"3940","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.347160339,47.613758087
"3941","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.347160339,47.613758087
"3942","ROBBERY-RESIDENCE-GUN","Robbery",NA,3,2018,-122.252464294,47.504440308
"3943","ROBBERY-RESIDENCE-GUN","Robbery",NA,3,2018,-122.252464294,47.504440308
"3944","ROBBERY-RESIDENCE-GUN","Robbery",NA,3,2018,-122.252464294,47.504440308
"3945","ROBBERY-RESIDENCE-GUN","Robbery",NA,3,2018,-122.252464294,47.504440308
"3946","ROBBERY-RESIDENCE-GUN","Robbery",NA,3,2018,-122.252464294,47.504440308
"3947","ROBBERY-RESIDENCE-GUN","Robbery",NA,3,2018,-122.252464294,47.504440308
"3948","ROBBERY-RESIDENCE-GUN","Robbery",NA,3,2018,-122.252464294,47.504440308
"3949","ROBBERY-RESIDENCE-GUN","Robbery",NA,3,2018,-122.252464294,47.504440308
"3950","ROBBERY-RESIDENCE-GUN","Robbery",NA,3,2018,-122.252464294,47.504440308
"3951","ROBBERY-RESIDENCE-GUN","Robbery",NA,3,2018,-122.252464294,47.504440308
"3952","ROBBERY-RESIDENCE-GUN","Robbery",NA,3,2018,-122.252464294,47.504440308
"3953","ROBBERY-RESIDENCE-GUN","Robbery",NA,3,2018,-122.252464294,47.504440308
"3954","ROBBERY-RESIDENCE-GUN","Robbery",NA,3,2018,-122.252464294,47.504440308
"3955","ROBBERY-RESIDENCE-GUN","Robbery",NA,3,2018,-122.252464294,47.504440308
"3956","ROBBERY-RESIDENCE-GUN","Robbery",NA,3,2018,-122.252464294,47.504440308
"3957","ROBBERY-RESIDENCE-GUN","Robbery",NA,3,2018,-122.252464294,47.504440308
"3958","ROBBERY-RESIDENCE-GUN","Robbery",NA,3,2018,-122.252464294,47.504440308
"3959","ROBBERY-RESIDENCE-GUN","Robbery",NA,3,2018,-122.252464294,47.504440308
"3960","ROBBERY-RESIDENCE-GUN","Robbery",NA,3,2018,-122.252464294,47.504440308
"3961","ROBBERY-RESIDENCE-GUN","Robbery",NA,3,2018,-122.252464294,47.504440308
"3962","ROBBERY-RESIDENCE-GUN","Robbery",NA,3,2018,-122.252464294,47.504440308
"3963","ROBBERY-RESIDENCE-GUN","Robbery",NA,3,2018,-122.252464294,47.504440308
"3964","THEFT-SHOPLIFT","Shoplifting",NA,3,2018,-122.344833374,47.713546753
"3965","THEFT-SHOPLIFT","Shoplifting",NA,3,2018,-122.344833374,47.713546753
"3966","THEFT-SHOPLIFT","Shoplifting",NA,3,2018,-122.344833374,47.713546753
"3967","VEH-THEFT-TRAILER","Vehicle theft",NA,3,2018,-122.3516922,47.558589935
"3968","VEH-THEFT-TRAILER","Vehicle theft",NA,3,2018,-122.3516922,47.558589935
"3969","VEH-THEFT-TRAILER","Vehicle theft",NA,3,2018,-122.3516922,47.558589935
"3970","VEH-THEFT-TRAILER","Vehicle theft",NA,3,2018,-122.3516922,47.558589935
"3971","FRAUD-COMPUTER","Fraud",NA,3,2018,-122.318778992,47.660381317
"3972","FRAUD-COMPUTER","Fraud",NA,3,2018,-122.318778992,47.660381317
"3973","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.350738525,47.63740921
"3974","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.350738525,47.63740921
"3975","THEFT-LICENSE PLATE","Other property",NA,3,2018,-122.347251892,47.694190979
"3976","THEFT-LICENSE PLATE","Other property",NA,3,2018,-122.347251892,47.694190979
"3977","THEFT-LICENSE PLATE","Other property",NA,3,2018,-122.347251892,47.694190979
"3978","THEFT-LICENSE PLATE","Other property",NA,3,2018,-122.347251892,47.694190979
"3979","THREATS-OTHER","Threats",NA,3,2018,-122.321983337,47.624694824
"3980","THREATS-OTHER","Threats",NA,3,2018,-122.321983337,47.624694824
"3981","THREATS-OTHER","Threats",NA,3,2018,-122.321983337,47.624694824
"3982","THEFT-BUILDING","Other property",NA,3,2018,-122.298171997,47.595535278
"3983","THEFT-BUILDING","Other property",NA,3,2018,-122.298171997,47.595535278
"3984","THEFT-BUILDING","Other property",NA,3,2018,-122.374023438,47.521957397
"3985","THEFT-BUILDING","Other property",NA,3,2018,-122.374023438,47.521957397
"3986","THEFT-BUILDING","Other property",NA,3,2018,-122.374023438,47.521957397
"3987","THEFT-BICYCLE","Bike theft",NA,3,2018,-122.332580566,47.605731964
"3988","THEFT-BICYCLE","Bike theft",NA,3,2018,-122.332580566,47.605731964
"3989","THEFT-BICYCLE","Bike theft",NA,3,2018,-122.332580566,47.605731964
"3990","THEFT-BICYCLE","Bike theft",NA,3,2018,-122.332580566,47.605731964
"3991","THEFT-BICYCLE","Bike theft",NA,3,2018,-122.332580566,47.605731964
"3992","THEFT-BICYCLE","Bike theft",NA,3,2018,-122.332580566,47.605731964
"3993","THEFT-BICYCLE","Bike theft",NA,3,2018,-122.332580566,47.605731964
"3994","THEFT-BICYCLE","Bike theft",NA,3,2018,-122.332580566,47.605731964
"3995","THEFT-BICYCLE","Bike theft",NA,3,2018,-122.332580566,47.605731964
"3996","THEFT-BICYCLE","Bike theft",NA,3,2018,-122.332580566,47.605731964
"3997","THREATS-KILL","Threats",NA,3,2018,-122.311447144,47.617031097
"3998","THREATS-KILL","Threats",NA,3,2018,-122.311447144,47.617031097
"3999","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.392906189,47.64773941
"4000","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.392906189,47.64773941
"4001","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.33013916,47.663848877
"4002","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.33013916,47.663848877
"4003","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.360687256,47.695140839
"4004","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.360687256,47.695140839
"4005","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.360687256,47.695140839
"4006","THEFT-SHOPLIFT","Shoplifting",NA,3,2018,-122.324615479,47.708602905
"4007","THEFT-SHOPLIFT","Shoplifting",NA,3,2018,-122.324615479,47.708602905
"4008","THEFT-SHOPLIFT","Shoplifting",NA,3,2018,-122.324615479,47.708602905
"4009","THEFT-SHOPLIFT","Shoplifting",NA,3,2018,-122.324615479,47.708602905
"4010","THEFT-SHOPLIFT","Shoplifting",NA,3,2018,-122.324615479,47.708602905
"4011","THEFT-SHOPLIFT","Shoplifting",NA,3,2018,-122.324615479,47.708602905
"4012","THEFT-SHOPLIFT","Shoplifting",NA,3,2018,-122.324615479,47.708602905
"4013","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.344947815,47.720481873
"4014","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.344947815,47.720481873
"4015","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.344947815,47.720481873
"4016","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.344947815,47.720481873
"4017","BURGLARY-NOFORCE-NONRES","Burglary",NA,3,2018,-122.384643555,47.643836975
"4018","BURGLARY-NOFORCE-NONRES","Burglary",NA,3,2018,-122.384643555,47.643836975
"4019","BURGLARY-NOFORCE-NONRES","Burglary",NA,3,2018,-122.384643555,47.643836975
"4020","BURGLARY-NOFORCE-NONRES","Burglary",NA,3,2018,-122.384643555,47.643836975
"4021","VEH-THEFT-AUTO","Vehicle theft",NA,3,2018,-122.279426575,47.538890839
"4022","VEH-THEFT-AUTO","Vehicle theft",NA,3,2018,-122.279426575,47.538890839
"4023","VEH-THEFT-AUTO","Vehicle theft",NA,3,2018,-122.279426575,47.538890839
"4024","ASSLT-NONAGG","Assault",NA,3,2018,-122.327667236,47.599193573
"4025","ASSLT-NONAGG","Assault",NA,3,2018,-122.327667236,47.599193573
"4026","THEFT-BUILDING","Other property",NA,3,2018,-122.297058105,47.719287872
"4027","THEFT-BUILDING","Other property",NA,3,2018,-122.297058105,47.719287872
"4028","THEFT-BICYCLE","Bike theft",NA,3,2018,-122.328857422,47.603340149
"4029","THEFT-BICYCLE","Bike theft",NA,3,2018,-122.328857422,47.603340149
"4030","THEFT-BICYCLE","Bike theft",NA,3,2018,-122.328857422,47.603340149
"4031","THEFT-BICYCLE","Bike theft",NA,3,2018,-122.328857422,47.603340149
"4032","THEFT-BICYCLE","Bike theft",NA,3,2018,-122.328857422,47.603340149
"4033","THEFT-BICYCLE","Bike theft",NA,3,2018,-122.328857422,47.603340149
"4034","THEFT-BICYCLE","Bike theft",NA,3,2018,-122.328857422,47.603340149
"4035","THEFT-BICYCLE","Bike theft",NA,3,2018,-122.328857422,47.603340149
"4036","THEFT-SHOPLIFT","Shoplifting",NA,3,2018,-122.345840454,47.618564606
"4037","THEFT-SHOPLIFT","Shoplifting",NA,3,2018,-122.345840454,47.618564606
"4038","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.388931274,47.650318146
"4039","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.388931274,47.650318146
"4040","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.388931274,47.650318146
"4041","ASSLT-NONAGG","Assault",NA,3,2018,-122.333808899,47.612102509
"4042","ASSLT-NONAGG","Assault",NA,3,2018,-122.333808899,47.612102509
"4043","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.304641724,47.694763184
"4044","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.304641724,47.694763184
"4045","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.347564697,47.625850677
"4046","THREATS-OTHER","Threats",NA,3,2018,-122.340446472,47.635551453
"4047","THREATS-OTHER","Threats",NA,3,2018,-122.340446472,47.635551453
"4048","BURGLARY-NOFORCE-RES","Burglary",NA,3,2018,-122.359909058,47.662368774
"4049","BURGLARY-NOFORCE-RES","Burglary",NA,3,2018,-122.359909058,47.662368774
"4050","BURGLARY-NOFORCE-RES","Burglary",NA,3,2018,-122.359909058,47.662368774
"4051","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.378730774,47.507316589
"4052","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.378730774,47.507316589
"4053","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.378730774,47.507316589
"4054","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.378730774,47.507316589
"4055","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.378730774,47.507316589
"4056","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.378730774,47.507316589
"4057","ASSLT-NONAGG","Assault",NA,3,2018,-122.331085205,47.602413177
"4058","ASSLT-NONAGG","Assault",NA,3,2018,-122.331085205,47.602413177
"4059","THREATS-KILL","Threats",NA,3,2018,-122.297225952,47.661239624
"4060","THREATS-KILL","Threats",NA,3,2018,-122.297225952,47.661239624
"4061","THREATS-KILL","Threats",NA,3,2018,-122.297225952,47.661239624
"4062","THREATS-KILL","Threats",NA,3,2018,-122.301734924,47.711524963
"4063","THREATS-KILL","Threats",NA,3,2018,-122.301734924,47.711524963
"4064","BURGLARY-SECURE PARKING-NONRES","Burglary",NA,3,2018,-122.338142395,47.64805603
"4065","BURGLARY-SECURE PARKING-NONRES","Burglary",NA,3,2018,-122.338142395,47.64805603
"4066","BURGLARY-SECURE PARKING-NONRES","Burglary",NA,3,2018,-122.338142395,47.64805603
"4067","THEFT-OTH","Other property",NA,3,2018,-122.308387756,47.58808136
"4068","THEFT-OTH","Other property",NA,3,2018,-122.308387756,47.58808136
"4069","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.326370239,47.597515106
"4070","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.326370239,47.597515106
"4071","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.326370239,47.597515106
"4072","BURGLARY-FORCE-RES","Burglary",NA,3,2018,-122.31627655,47.6876297
"4073","BURGLARY-FORCE-RES","Burglary",NA,3,2018,-122.31627655,47.6876297
"4074","BURGLARY-FORCE-RES","Burglary",NA,3,2018,-122.31627655,47.6876297
"4075","THEFT-OTH","Other property",NA,3,2018,-122.340667725,47.607860565
"4076","THEFT-OTH","Other property",NA,3,2018,-122.340667725,47.607860565
"4077","VEH-THEFT-AUTO","Vehicle theft",NA,3,2018,-122.312316895,47.702613831
"4078","VEH-THEFT-AUTO","Vehicle theft",NA,3,2018,-122.312316895,47.702613831
"4079","VEH-THEFT-AUTO","Vehicle theft",NA,3,2018,-122.312316895,47.702613831
"4080","ASSLT-NONAGG","Assault",NA,3,2018,-122.323944092,47.615226746
"4081","ROBBERY-BUSINESS-BODYFORCE","Robbery",NA,3,2018,-122.356933594,47.637775421
"4082","ROBBERY-BUSINESS-BODYFORCE","Robbery",NA,3,2018,-122.356933594,47.637775421
"4083","ROBBERY-BUSINESS-BODYFORCE","Robbery",NA,3,2018,-122.356933594,47.637775421
"4084","ROBBERY-BUSINESS-BODYFORCE","Robbery",NA,3,2018,-122.356933594,47.637775421
"4085","ROBBERY-BUSINESS-BODYFORCE","Robbery",NA,3,2018,-122.356933594,47.637775421
"4086","BURGLARY-FORCE-NONRES","Burglary",NA,3,2018,-122.374900818,47.666431427
"4087","BURGLARY-FORCE-NONRES","Burglary",NA,3,2018,-122.374900818,47.666431427
"4088","BURGLARY-FORCE-NONRES","Burglary",NA,3,2018,-122.374900818,47.666431427
"4089","BURGLARY-FORCE-NONRES","Burglary",NA,3,2018,-122.374900818,47.666431427
"4090","BURGLARY-FORCE-NONRES","Burglary",NA,3,2018,-122.374900818,47.666431427
"4091","BURGLARY-FORCE-NONRES","Burglary",NA,3,2018,-122.374900818,47.666431427
"4092","BURGLARY-FORCE-NONRES","Burglary",NA,3,2018,-122.374900818,47.666431427
"4093","BURGLARY-FORCE-NONRES","Burglary",NA,3,2018,-122.374900818,47.666431427
"4094","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.329055786,47.587200165
"4095","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.329055786,47.587200165
"4096","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.329055786,47.587200165
"4097","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.329055786,47.587200165
"4098","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.329055786,47.587200165
"4099","THEFT-MAIL","Mail theft",NA,3,2018,-122.373268127,47.526473999
"4100","THEFT-MAIL","Mail theft",NA,3,2018,-122.373268127,47.526473999
"4101","BURGLARY-FORCE-RES","Burglary",NA,3,2018,-122.381492615,47.556545258
"4102","BURGLARY-FORCE-RES","Burglary",NA,3,2018,-122.381492615,47.556545258
"4103","BURGLARY-FORCE-RES","Burglary",NA,3,2018,-122.381492615,47.556545258
"4104","THEFT-BUILDING","Other property",NA,3,2018,-122.353858948,47.68548584
"4105","THEFT-BUILDING","Other property",NA,3,2018,-122.353858948,47.68548584
"4106","THEFT-BUILDING","Other property",NA,3,2018,-122.353858948,47.68548584
"4107","BURGLARY-NOFORCE-RES","Burglary",NA,3,2018,-122.320701599,47.665225983
"4108","BURGLARY-NOFORCE-RES","Burglary",NA,3,2018,-122.320701599,47.665225983
"4109","VEH-THEFT-AUTO","Vehicle theft",NA,3,2018,-122.390365601,47.636627197
"4110","VEH-THEFT-AUTO","Vehicle theft",NA,3,2018,-122.390365601,47.636627197
"4111","VEH-THEFT-AUTO","Vehicle theft",NA,3,2018,-122.390365601,47.636627197
"4112","VEH-THEFT-AUTO","Vehicle theft",NA,3,2018,-122.337158203,47.621452332
"4113","VEH-THEFT-AUTO","Vehicle theft",NA,3,2018,-122.337158203,47.621452332
"4114","VEH-THEFT-AUTO","Vehicle theft",NA,3,2018,-122.337158203,47.621452332
"4115","VEH-THEFT-AUTO","Vehicle theft",NA,3,2018,-122.390365601,47.636627197
"4116","VEH-THEFT-AUTO","Vehicle theft",NA,3,2018,-122.337158203,47.621452332
"4117","VEH-THEFT-AUTO","Vehicle theft",NA,3,2018,-122.390365601,47.636627197
"4118","BURGLARY-NOFORCE-NONRES","Burglary",NA,3,2018,-122.365219116,47.521022797
"4119","BURGLARY-NOFORCE-NONRES","Burglary",NA,3,2018,-122.365219116,47.521022797
"4120","BURGLARY-NOFORCE-NONRES","Burglary",NA,3,2018,-122.365219116,47.521022797
"4121","THREATS-OTHER","Threats",NA,3,2018,-122.297554016,47.575080872
"4122","THREATS-OTHER","Threats",NA,3,2018,-122.297554016,47.575080872
"4123","THREATS-OTHER","Threats",NA,3,2018,-122.297554016,47.575080872
"4124","THREATS-OTHER","Threats",NA,3,2018,-122.297554016,47.575080872
"4125","ASSLT-AGG-BODYFORCE","Assault",NA,3,2018,-122.336891174,47.608753204
"4126","ASSLT-AGG-BODYFORCE","Assault",NA,3,2018,-122.336891174,47.608753204
"4127","ASSLT-AGG-BODYFORCE","Assault",NA,3,2018,-122.336891174,47.608753204
"4128","ASSLT-AGG-BODYFORCE","Assault",NA,3,2018,-122.336891174,47.608753204
"4129","ASSLT-AGG-WEAPON","Assault",NA,3,2018,-122.359313965,47.690616608
"4130","ASSLT-AGG-WEAPON","Assault",NA,3,2018,-122.359313965,47.690616608
"4131","ASSLT-AGG-WEAPON","Assault",NA,3,2018,-122.359313965,47.690616608
"4132","THEFT-BUILDING","Other property",NA,3,2018,-122.305480957,47.599258423
"4133","THEFT-OTH","Other property",NA,3,2018,-122.305480957,47.599258423
"4134","THEFT-OTH","Other property",NA,3,2018,-122.305480957,47.599258423
"4135","THEFT-OTH","Other property",NA,3,2018,-122.305480957,47.599258423
"4136","THEFT-OTH","Other property",NA,3,2018,-122.305480957,47.599258423
"4137","THEFT-OTH","Other property",NA,3,2018,-122.305480957,47.599258423
"4138","COUNTERFEIT","Counterfeit",NA,3,2018,-122.320770264,47.613517761
"4139","COUNTERFEIT","Counterfeit",NA,3,2018,-122.320770264,47.613517761
"4140","COUNTERFEIT","Counterfeit",NA,3,2018,-122.320770264,47.613517761
"4141","COUNTERFEIT","Counterfeit",NA,3,2018,-122.320770264,47.613517761
"4142","COUNTERFEIT","Counterfeit",NA,3,2018,-122.320770264,47.613517761
"4143","COUNTERFEIT","Counterfeit",NA,3,2018,-122.320770264,47.613517761
"4144","THEFT-OTH","Other property",NA,3,2018,-122.329978943,47.599197388
"4145","THEFT-OTH","Other property",NA,3,2018,-122.329978943,47.599197388
"4146","THEFT-OTH","Other property",NA,3,2018,-122.329978943,47.599197388
"4147","THEFT-MAIL","Mail theft",NA,3,2018,-122.316123962,47.555278778
"4148","THEFT-MAIL","Mail theft",NA,3,2018,-122.316123962,47.555278778
"4149","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.274238586,47.518764496
"4150","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.274238586,47.518764496
"4151","VEH-THEFT-AUTO","Vehicle theft",NA,3,2018,-122.337615967,47.696872711
"4152","VEH-THEFT-AUTO","Vehicle theft",NA,3,2018,-122.337615967,47.696872711
"4153","VEH-THEFT-AUTO","Vehicle theft",NA,3,2018,-122.337615967,47.696872711
"4154","VEH-THEFT-AUTO","Vehicle theft",NA,3,2018,-122.337615967,47.696872711
"4155","VEH-THEFT-AUTO","Vehicle theft",NA,3,2018,-122.344642639,47.700523376
"4156","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.318733215,47.670761108
"4157","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.318733215,47.670761108
"4158","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.406822205,47.651363373
"4159","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.406822205,47.651363373
"4160","BURGLARY-FORCE-RES","Burglary",NA,3,2018,-122.301696777,47.573566437
"4161","BURGLARY-FORCE-RES","Burglary",NA,3,2018,-122.301696777,47.573566437
"4162","BURGLARY-FORCE-RES","Burglary",NA,3,2018,-122.301696777,47.573566437
"4163","THEFT-OTH","Other property",NA,3,2018,-122.351516724,47.711429596
"4164","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.394195557,47.640361786
"4165","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.394195557,47.640361786
"4166","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.408424377,47.650447845
"4167","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.408424377,47.650447845
"4168","THEFT-MAIL","Mail theft",NA,3,2018,-122.313522339,47.562599182
"4169","THEFT-MAIL","Mail theft",NA,3,2018,-122.313522339,47.562599182
"4170","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.308860779,47.612220764
"4171","THEFT-CARPROWL","Car prowl",NA,3,2018,-122.308860779,47.612220764
