"","lat","lon","route_id","agency"
"498",47.609581,-122.325256,"Route 63","Metro Transit"
"499",47.613541,-122.329102,"Route 63","Metro Transit"
"500",47.610516,-122.326332,"Route 63","Metro Transit"
"501",47.609085,-122.325035,"Route 63","Metro Transit"
"502",47.607594,-122.323669,"Route 63","Metro Transit"
"503",47.606216,-122.322395,"Route 63","Metro Transit"
"504",47.606251,-122.309669,"Route 63","Metro Transit"
"505",47.606266,-122.317108,"Route 63","Metro Transit"
"506",47.606155,-122.321167,"Route 63","Metro Transit"
"507",47.606144,-122.320351,"Route 63","Metro Transit"
"508",47.606125,-122.316498,"Route 63","Metro Transit"
"509",47.60611,-122.309929,"Route 63","Metro Transit"
"510",47.67474,-122.321442,"Route 63","Metro Transit"
"511",47.67524,-122.319954,"Route 63","Metro Transit"
"512",47.679817,-122.322739,"Route 63","Metro Transit"
"513",47.67992,-122.322945,"Route 63","Metro Transit"
"514",47.67691,-122.320213,"Route 63","Metro Transit"
"515",47.68293,-122.322792,"Route 63","Metro Transit"
"516",47.676861,-122.320404,"Route 63","Metro Transit"
"517",47.682594,-122.322998,"Route 63","Metro Transit"
"518",47.686546,-122.323051,"Route 63","Metro Transit"
"519",47.701076,-122.323235,"Route 63","Metro Transit"
"520",47.701401,-122.324211,"Route 63","Metro Transit"
"521",47.701271,-122.324471,"Route 63","Metro Transit"
"522",47.697464,-122.323189,"Route 63","Metro Transit"
"523",47.695705,-122.323166,"Route 63","Metro Transit"
"524",47.693878,-122.323151,"Route 63","Metro Transit"
"525",47.690178,-122.323105,"Route 63","Metro Transit"
"526",47.687092,-122.322861,"Route 63","Metro Transit"
"527",47.690685,-122.322906,"Route 63","Metro Transit"
"528",47.694267,-122.322945,"Route 63","Metro Transit"
"529",47.696102,-122.322968,"Route 63","Metro Transit"
"530",47.697937,-122.322983,"Route 63","Metro Transit"
"531",47.700642,-122.323029,"Route 63","Metro Transit"
"532",47.610226,-122.327904,"Route 63","Metro Transit"
"533",47.70203,-122.327248,"Route 63","Metro Transit"
"534",47.702499,-122.327316,"Route 63","Metro Transit"
"535",47.67593,-122.321167,"Route 63","Metro Transit"
"536",47.658073,-122.320747,"Route 63","Metro Transit"
"537",47.661614,-122.320801,"Route 63","Metro Transit"
"538",47.613613,-122.333542,"Route 63","Metro Transit"
"539",47.616547,-122.335388,"Route 63","Metro Transit"
"540",47.624035,-122.334457,"Route 64","Metro Transit"
"541",47.620586,-122.334435,"Route 64","Metro Transit"
"542",47.6175,-122.333817,"Route 64","Metro Transit"
"543",47.61842,-122.334198,"Route 64","Metro Transit"
"544",47.622276,-122.334229,"Route 64","Metro Transit"
"545",47.719322,-122.291283,"Route 64","Metro Transit"
"546",47.719338,-122.293205,"Route 64","Metro Transit"
"547",47.606068,-122.322029,"Route 64","Metro Transit"
"548",47.608227,-122.324013,"Route 64","Metro Transit"
"549",47.609581,-122.325256,"Route 64","Metro Transit"
"550",47.613541,-122.329102,"Route 64","Metro Transit"
"551",47.610516,-122.326332,"Route 64","Metro Transit"
"552",47.609085,-122.325035,"Route 64","Metro Transit"
"553",47.607594,-122.323669,"Route 64","Metro Transit"
"554",47.606216,-122.322395,"Route 64","Metro Transit"
"555",47.606251,-122.309669,"Route 64","Metro Transit"
"556",47.606266,-122.317108,"Route 64","Metro Transit"
"557",47.606155,-122.321167,"Route 64","Metro Transit"
"558",47.606144,-122.320351,"Route 64","Metro Transit"
"559",47.606125,-122.316498,"Route 64","Metro Transit"
"560",47.60611,-122.309929,"Route 64","Metro Transit"
"561",47.67474,-122.321442,"Route 64","Metro Transit"
"562",47.67524,-122.319954,"Route 64","Metro Transit"
"563",47.717121,-122.291481,"Route 64","Metro Transit"
"564",47.715298,-122.291618,"Route 64","Metro Transit"
"565",47.713375,-122.291008,"Route 64","Metro Transit"
"566",47.711716,-122.290764,"Route 64","Metro Transit"
"567",47.708122,-122.290871,"Route 64","Metro Transit"
"568",47.704513,-122.290962,"Route 64","Metro Transit"
"569",47.700874,-122.290802,"Route 64","Metro Transit"
"570",47.699024,-122.290703,"Route 64","Metro Transit"
"571",47.696632,-122.290695,"Route 64","Metro Transit"
"572",47.695438,-122.290695,"Route 64","Metro Transit"
"573",47.693596,-122.290733,"Route 64","Metro Transit"
"574",47.691963,-122.290771,"Route 64","Metro Transit"
"575",47.689918,-122.290817,"Route 64","Metro Transit"
"576",47.687199,-122.290718,"Route 64","Metro Transit"
"577",47.684635,-122.290634,"Route 64","Metro Transit"
"578",47.682682,-122.290565,"Route 64","Metro Transit"
"579",47.679176,-122.290474,"Route 64","Metro Transit"
"580",47.677299,-122.290421,"Route 64","Metro Transit"
"581",47.676014,-122.290176,"Route 64","Metro Transit"
"582",47.677792,-122.29023,"Route 64","Metro Transit"
"583",47.679626,-122.290283,"Route 64","Metro Transit"
"584",47.682941,-122.290375,"Route 64","Metro Transit"
"585",47.685078,-122.290443,"Route 64","Metro Transit"
"586",47.686932,-122.290497,"Route 64","Metro Transit"
"587",47.68996,-122.290611,"Route 64","Metro Transit"
"588",47.691921,-122.290565,"Route 64","Metro Transit"
"589",47.69334,-122.290543,"Route 64","Metro Transit"
"590",47.694794,-122.290497,"Route 64","Metro Transit"
"591",47.696213,-122.290474,"Route 64","Metro Transit"
"592",47.697701,-122.290474,"Route 64","Metro Transit"
"593",47.699608,-122.290527,"Route 64","Metro Transit"
"594",47.701534,-122.290627,"Route 64","Metro Transit"
"595",47.705074,-122.290764,"Route 64","Metro Transit"
"596",47.708618,-122.290649,"Route 64","Metro Transit"
"597",47.712158,-122.290558,"Route 64","Metro Transit"
"598",47.715744,-122.291389,"Route 64","Metro Transit"
"599",47.717522,-122.291252,"Route 64","Metro Transit"
"600",47.610226,-122.327904,"Route 64","Metro Transit"
"601",47.719353,-122.295776,"Route 64","Metro Transit"
"602",47.675854,-122.312538,"Route 64","Metro Transit"
"603",47.67593,-122.321167,"Route 64","Metro Transit"
"604",47.67572,-122.310936,"Route 64","Metro Transit"
"605",47.675709,-122.305161,"Route 64","Metro Transit"
"606",47.675705,-122.300278,"Route 64","Metro Transit"
"607",47.67572,-122.293968,"Route 64","Metro Transit"
"608",47.67585,-122.290489,"Route 64","Metro Transit"
"609",47.67585,-122.295334,"Route 64","Metro Transit"
"610",47.675842,-122.301254,"Route 64","Metro Transit"
"611",47.67588,-122.306877,"Route 64","Metro Transit"
"612",47.73172,-122.296646,"Route 64","Metro Transit"
"613",47.730198,-122.296608,"Route 64","Metro Transit"
"614",47.727978,-122.296539,"Route 64","Metro Transit"
"615",47.726578,-122.296509,"Route 64","Metro Transit"
"616",47.724472,-122.296486,"Route 64","Metro Transit"
"617",47.722717,-122.296455,"Route 64","Metro Transit"
"618",47.720901,-122.29644,"Route 64","Metro Transit"
"619",47.721325,-122.296234,"Route 64","Metro Transit"
"620",47.723087,-122.296265,"Route 64","Metro Transit"
"621",47.724949,-122.296295,"Route 64","Metro Transit"
"622",47.726749,-122.296303,"Route 64","Metro Transit"
"623",47.728016,-122.296333,"Route 64","Metro Transit"
"624",47.730366,-122.296432,"Route 64","Metro Transit"
"625",47.73217,-122.29644,"Route 64","Metro Transit"
"626",47.733978,-122.308693,"Route 64","Metro Transit"
"627",47.733829,-122.307632,"Route 64","Metro Transit"
"628",47.658073,-122.320747,"Route 64","Metro Transit"
"629",47.661614,-122.320801,"Route 64","Metro Transit"
"630",47.733856,-122.296936,"Route 64","Metro Transit"
"631",47.733883,-122.299599,"Route 64","Metro Transit"
"632",47.73391,-122.302383,"Route 64","Metro Transit"
"633",47.733933,-122.305237,"Route 64","Metro Transit"
"634",47.734028,-122.313164,"Route 64","Metro Transit"
"635",47.733871,-122.311455,"Route 64","Metro Transit"
"636",47.733791,-122.30439,"Route 64","Metro Transit"
"637",47.733757,-122.301453,"Route 64","Metro Transit"
"638",47.733742,-122.298927,"Route 64","Metro Transit"
"639",47.613613,-122.333542,"Route 64","Metro Transit"
"640",47.616547,-122.335388,"Route 64","Metro Transit"
"641",47.719208,-122.294708,"Route 64","Metro Transit"
"642",47.719196,-122.292862,"Route 64","Metro Transit"
"643",47.719185,-122.291084,"Route 64","Metro Transit"
"644",47.732178,-122.311249,"Route 64","Metro Transit"
"645",47.665886,-122.284897,"Route 65","Metro Transit"
"646",47.668579,-122.285667,"Route 65","Metro Transit"
"647",47.668579,-122.2883,"Route 65","Metro Transit"
"648",47.668446,-122.288803,"Route 65","Metro Transit"
"649",47.661831,-122.284668,"Route 65","Metro Transit"
"650",47.665093,-122.284698,"Route 65","Metro Transit"
"651",47.668442,-122.285049,"Route 65","Metro Transit"
"652",47.719322,-122.291283,"Route 65","Metro Transit"
"653",47.719338,-122.293205,"Route 65","Metro Transit"
"654",47.655048,-122.312195,"Route 65","Metro Transit"
"655",47.717121,-122.291481,"Route 65","Metro Transit"
"656",47.715298,-122.291618,"Route 65","Metro Transit"
"657",47.713375,-122.291008,"Route 65","Metro Transit"
"658",47.711716,-122.290764,"Route 65","Metro Transit"
"659",47.708122,-122.290871,"Route 65","Metro Transit"
"660",47.704513,-122.290962,"Route 65","Metro Transit"
"661",47.700874,-122.290802,"Route 65","Metro Transit"
"662",47.699024,-122.290703,"Route 65","Metro Transit"
"663",47.696632,-122.290695,"Route 65","Metro Transit"
"664",47.695438,-122.290695,"Route 65","Metro Transit"
"665",47.693596,-122.290733,"Route 65","Metro Transit"
"666",47.691963,-122.290771,"Route 65","Metro Transit"
"667",47.689918,-122.290817,"Route 65","Metro Transit"
"668",47.687199,-122.290718,"Route 65","Metro Transit"
"669",47.684635,-122.290634,"Route 65","Metro Transit"
"670",47.682682,-122.290565,"Route 65","Metro Transit"
"671",47.679176,-122.290474,"Route 65","Metro Transit"
"672",47.677299,-122.290421,"Route 65","Metro Transit"
"673",47.67551,-122.290375,"Route 65","Metro Transit"
"674",47.673809,-122.290352,"Route 65","Metro Transit"
"675",47.671986,-122.290337,"Route 65","Metro Transit"
"676",47.668785,-122.290298,"Route 65","Metro Transit"
"677",47.651367,-122.303604,"Route 65","Metro Transit"
"678",47.660854,-122.298584,"Route 65","Metro Transit"
"679",47.668777,-122.290108,"Route 65","Metro Transit"
"680",47.672329,-122.290131,"Route 65","Metro Transit"
"681",47.67392,-122.290161,"Route 65","Metro Transit"
"682",47.676014,-122.290176,"Route 65","Metro Transit"
"683",47.677792,-122.29023,"Route 65","Metro Transit"
"684",47.679626,-122.290283,"Route 65","Metro Transit"
"685",47.682941,-122.290375,"Route 65","Metro Transit"
"686",47.685078,-122.290443,"Route 65","Metro Transit"
"687",47.686932,-122.290497,"Route 65","Metro Transit"
"688",47.68996,-122.290611,"Route 65","Metro Transit"
"689",47.691921,-122.290565,"Route 65","Metro Transit"
"690",47.69334,-122.290543,"Route 65","Metro Transit"
"691",47.694794,-122.290497,"Route 65","Metro Transit"
"692",47.696213,-122.290474,"Route 65","Metro Transit"
"693",47.697701,-122.290474,"Route 65","Metro Transit"
"694",47.699608,-122.290527,"Route 65","Metro Transit"
"695",47.701534,-122.290627,"Route 65","Metro Transit"
"696",47.705074,-122.290764,"Route 65","Metro Transit"
"697",47.708618,-122.290649,"Route 65","Metro Transit"
"698",47.712158,-122.290558,"Route 65","Metro Transit"
"699",47.715744,-122.291389,"Route 65","Metro Transit"
"700",47.717522,-122.291252,"Route 65","Metro Transit"
"701",47.652245,-122.311211,"Route 65","Metro Transit"
"702",47.65049,-122.306839,"Route 65","Metro Transit"
"703",47.661148,-122.292465,"Route 65","Metro Transit"
"704",47.661049,-122.289024,"Route 65","Metro Transit"
"705",47.719353,-122.295776,"Route 65","Metro Transit"
"706",47.73172,-122.296646,"Route 65","Metro Transit"
"707",47.730198,-122.296608,"Route 65","Metro Transit"
"708",47.727978,-122.296539,"Route 65","Metro Transit"
"709",47.726578,-122.296509,"Route 65","Metro Transit"
"710",47.724472,-122.296486,"Route 65","Metro Transit"
"711",47.722717,-122.296455,"Route 65","Metro Transit"
"712",47.720901,-122.29644,"Route 65","Metro Transit"
"713",47.721325,-122.296234,"Route 65","Metro Transit"
"714",47.723087,-122.296265,"Route 65","Metro Transit"
"715",47.724949,-122.296295,"Route 65","Metro Transit"
"716",47.726749,-122.296303,"Route 65","Metro Transit"
"717",47.728016,-122.296333,"Route 65","Metro Transit"
"718",47.730366,-122.296432,"Route 65","Metro Transit"
"719",47.73217,-122.29644,"Route 65","Metro Transit"
"720",47.733978,-122.308693,"Route 65","Metro Transit"
"721",47.733829,-122.307632,"Route 65","Metro Transit"
"722",47.733856,-122.296936,"Route 65","Metro Transit"
"723",47.733883,-122.299599,"Route 65","Metro Transit"
"724",47.73391,-122.302383,"Route 65","Metro Transit"
"725",47.733933,-122.305237,"Route 65","Metro Transit"
"726",47.733871,-122.311455,"Route 65","Metro Transit"
"727",47.733791,-122.30439,"Route 65","Metro Transit"
"728",47.733757,-122.301453,"Route 65","Metro Transit"
"729",47.733742,-122.298927,"Route 65","Metro Transit"
"730",47.655918,-122.313354,"Route 65","Metro Transit"
"731",47.660953,-122.317818,"Route 65","Metro Transit"
"732",47.658455,-122.317879,"Route 65","Metro Transit"
"733",47.719208,-122.294708,"Route 65","Metro Transit"
"734",47.719196,-122.292862,"Route 65","Metro Transit"
"735",47.719185,-122.291084,"Route 65","Metro Transit"
"736",47.732178,-122.311249,"Route 65","Metro Transit"
"737",47.662743,-122.285202,"Route 65","Metro Transit"
"738",47.675457,-122.317467,"Route 67","Metro Transit"
"739",47.672356,-122.317467,"Route 67","Metro Transit"
"740",47.668396,-122.317467,"Route 67","Metro Transit"
"741",47.708195,-122.323364,"Route 67","Metro Transit"
"742",47.70591,-122.323296,"Route 67","Metro Transit"
"743",47.686485,-122.317657,"Route 67","Metro Transit"
"744",47.682865,-122.317589,"Route 67","Metro Transit"
"745",47.678501,-122.317505,"Route 67","Metro Transit"
"746",47.665173,-122.316238,"Route 67","Metro Transit"
"747",47.666714,-122.316208,"Route 67","Metro Transit"
"748",47.668758,-122.316185,"Route 67","Metro Transit"
"749",47.671329,-122.316101,"Route 67","Metro Transit"
"750",47.672653,-122.315552,"Route 67","Metro Transit"
"751",47.676052,-122.315567,"Route 67","Metro Transit"
"752",47.67976,-122.315536,"Route 67","Metro Transit"
"753",47.683124,-122.315651,"Route 67","Metro Transit"
"754",47.683544,-122.317398,"Route 67","Metro Transit"
"755",47.703541,-122.323051,"Route 67","Metro Transit"
"756",47.706131,-122.323105,"Route 67","Metro Transit"
"757",47.661282,-122.293724,"Route 67","Metro Transit"
"758",47.661049,-122.298904,"Route 67","Metro Transit"
"759",47.66119,-122.28923,"Route 67","Metro Transit"
"760",47.703217,-122.323692,"Route 67","Metro Transit"
"761",47.70203,-122.327248,"Route 67","Metro Transit"
"762",47.702896,-122.327316,"Route 67","Metro Transit"
"763",47.652336,-122.306412,"Route 67","Metro Transit"
"764",47.654365,-122.305214,"Route 67","Metro Transit"
"765",47.652149,-122.308495,"Route 67","Metro Transit"
"766",47.655102,-122.310921,"Route 67","Metro Transit"
"767",47.656876,-122.304909,"Route 67","Metro Transit"
"768",47.708519,-122.322723,"Route 67","Metro Transit"
"769",47.686935,-122.317451,"Route 67","Metro Transit"
"770",47.690628,-122.317505,"Route 67","Metro Transit"
"771",47.694176,-122.317497,"Route 67","Metro Transit"
"772",47.695969,-122.317497,"Route 67","Metro Transit"
"773",47.697811,-122.317497,"Route 67","Metro Transit"
"774",47.701431,-122.317589,"Route 67","Metro Transit"
"775",47.70327,-122.317657,"Route 67","Metro Transit"
"776",47.705109,-122.317696,"Route 67","Metro Transit"
"777",47.707638,-122.317741,"Route 67","Metro Transit"
"778",47.708633,-122.318367,"Route 67","Metro Transit"
"779",47.707417,-122.317947,"Route 67","Metro Transit"
"780",47.704701,-122.317886,"Route 67","Metro Transit"
"781",47.701923,-122.31781,"Route 67","Metro Transit"
"782",47.697392,-122.317688,"Route 67","Metro Transit"
"783",47.695476,-122.317696,"Route 67","Metro Transit"
"784",47.693874,-122.317696,"Route 67","Metro Transit"
"785",47.690132,-122.317711,"Route 67","Metro Transit"
"786",47.656498,-122.314308,"Route 67","Metro Transit"
"787",47.664597,-122.317505,"Route 67","Metro Transit"
"788",47.660953,-122.317818,"Route 67","Metro Transit"
"789",47.658573,-122.316551,"Route 67","Metro Transit"
"790",47.661781,-122.316467,"Route 67","Metro Transit"
"791",47.663368,-122.316254,"Route 67","Metro Transit"
"792",47.662743,-122.285202,"Route 67","Metro Transit"
"793",47.630054,-122.329338,"Route 70","Metro Transit"
"794",47.628349,-122.33152,"Route 70","Metro Transit"
"795",47.627209,-122.332947,"Route 70","Metro Transit"
"796",47.624035,-122.334457,"Route 70","Metro Transit"
"797",47.620586,-122.334435,"Route 70","Metro Transit"
"798",47.6175,-122.333817,"Route 70","Metro Transit"
"799",47.61842,-122.334198,"Route 70","Metro Transit"
"800",47.622276,-122.334229,"Route 70","Metro Transit"
"801",47.626545,-122.333542,"Route 70","Metro Transit"
"802",47.628876,-122.330597,"Route 70","Metro Transit"
"803",47.63047,-122.328545,"Route 70","Metro Transit"
"804",47.662281,-122.315475,"Route 70","Metro Transit"
"805",47.661205,-122.313477,"Route 70","Metro Transit"
"806",47.65937,-122.312096,"Route 70","Metro Transit"
"807",47.656422,-122.312164,"Route 70","Metro Transit"
"808",47.658668,-122.311905,"Route 70","Metro Transit"
"809",47.661346,-122.313889,"Route 70","Metro Transit"
"810",47.599964,-122.329681,"Route 70","Metro Transit"
"811",47.599129,-122.328041,"Route 70","Metro Transit"
"812",47.599266,-122.322327,"Route 70","Metro Transit"
"813",47.599262,-122.32547,"Route 70","Metro Transit"
"814",47.599266,-122.328384,"Route 70","Metro Transit"
"815",47.601734,-122.330116,"Route 70","Metro Transit"
"816",47.664524,-122.312042,"Route 70","Metro Transit"
"817",47.661346,-122.312073,"Route 70","Metro Transit"
"818",47.59927,-122.317757,"Route 70","Metro Transit"
"819",47.661488,-122.311882,"Route 70","Metro Transit"
"820",47.61079,-122.338875,"Route 70","Metro Transit"
"821",47.60825,-122.336548,"Route 70","Metro Transit"
"822",47.604996,-122.333572,"Route 70","Metro Transit"
"823",47.602234,-122.331047,"Route 70","Metro Transit"
"824",47.600239,-122.330376,"Route 70","Metro Transit"
"825",47.604191,-122.332588,"Route 70","Metro Transit"
"826",47.607052,-122.335213,"Route 70","Metro Transit"
"827",47.609642,-122.337585,"Route 70","Metro Transit"
"828",47.614315,-122.338287,"Route 70","Metro Transit"
"829",47.616547,-122.335388,"Route 70","Metro Transit"
"830",47.665707,-122.314095,"Route 70","Metro Transit"
"831",47.6563,-122.31546,"Route 70","Metro Transit"
"832",47.655766,-122.318504,"Route 70","Metro Transit"
"833",47.6506,-122.322151,"Route 70","Metro Transit"
"834",47.648613,-122.323685,"Route 70","Metro Transit"
"835",47.645729,-122.32592,"Route 70","Metro Transit"
"836",47.641865,-122.325989,"Route 70","Metro Transit"
"837",47.639469,-122.326004,"Route 70","Metro Transit"
"838",47.636547,-122.325935,"Route 70","Metro Transit"
"839",47.633392,-122.325836,"Route 70","Metro Transit"
"840",47.615704,-122.334457,"Route 70","Metro Transit"
"841",47.63411,-122.325386,"Route 70","Metro Transit"
"842",47.636162,-122.325577,"Route 70","Metro Transit"
"843",47.614361,-122.336205,"Route 70","Metro Transit"
"844",47.639931,-122.325783,"Route 70","Metro Transit"
"845",47.642281,-122.325783,"Route 70","Metro Transit"
"846",47.645954,-122.325516,"Route 70","Metro Transit"
"847",47.648945,-122.323204,"Route 70","Metro Transit"
"848",47.650318,-122.322136,"Route 70","Metro Transit"
"849",47.655922,-122.31398,"Route 70","Metro Transit"
"850",47.664974,-122.31353,"Route 70","Metro Transit"
"851",47.661781,-122.316467,"Route 70","Metro Transit"
"852",47.650547,-122.304283,"Route 71","Metro Transit"
"853",47.652245,-122.311211,"Route 71","Metro Transit"
"854",47.65049,-122.306839,"Route 71","Metro Transit"
"855",47.649727,-122.305817,"Route 71","Metro Transit"
"856",47.652351,-122.311089,"Route 71","Metro Transit"
"857",47.675468,-122.312027,"Route 71","Metro Transit"
"858",47.670467,-122.312004,"Route 71","Metro Transit"
"859",47.666302,-122.312019,"Route 71","Metro Transit"
"860",47.666607,-122.311813,"Route 71","Metro Transit"
"861",47.670456,-122.311798,"Route 71","Metro Transit"
"862",47.665188,-122.312973,"Route 71","Metro Transit"
"863",47.668766,-122.31292,"Route 71","Metro Transit"
"864",47.670876,-122.312927,"Route 71","Metro Transit"
"865",47.67572,-122.310936,"Route 71","Metro Transit"
"866",47.675751,-122.307724,"Route 71","Metro Transit"
"867",47.675709,-122.305161,"Route 71","Metro Transit"
"868",47.675709,-122.302414,"Route 71","Metro Transit"
"869",47.675705,-122.300278,"Route 71","Metro Transit"
"870",47.675709,-122.298218,"Route 71","Metro Transit"
"871",47.675709,-122.296043,"Route 71","Metro Transit"
"872",47.67572,-122.293968,"Route 71","Metro Transit"
"873",47.67572,-122.291924,"Route 71","Metro Transit"
"874",47.67572,-122.28997,"Route 71","Metro Transit"
"875",47.67572,-122.286652,"Route 71","Metro Transit"
"876",47.67572,-122.284561,"Route 71","Metro Transit"
"877",47.67572,-122.281921,"Route 71","Metro Transit"
"878",47.67572,-122.279221,"Route 71","Metro Transit"
"879",47.675709,-122.277,"Route 71","Metro Transit"
"880",47.675709,-122.275513,"Route 71","Metro Transit"
"881",47.677742,-122.274162,"Route 71","Metro Transit"
"882",47.67926,-122.2742,"Route 71","Metro Transit"
"883",47.681404,-122.274246,"Route 71","Metro Transit"
"884",47.683102,-122.27475,"Route 71","Metro Transit"
"885",47.683102,-122.27713,"Route 71","Metro Transit"
"886",47.683109,-122.280899,"Route 71","Metro Transit"
"887",47.683109,-122.283646,"Route 71","Metro Transit"
"888",47.683376,-122.285103,"Route 71","Metro Transit"
"889",47.685062,-122.285156,"Route 71","Metro Transit"
"890",47.68837,-122.285187,"Route 71","Metro Transit"
"891",47.690258,-122.285637,"Route 71","Metro Transit"
"892",47.690453,-122.287918,"Route 71","Metro Transit"
"893",47.690128,-122.290024,"Route 71","Metro Transit"
"894",47.690117,-122.286118,"Route 71","Metro Transit"
"895",47.688229,-122.285378,"Route 71","Metro Transit"
"896",47.684956,-122.285362,"Route 71","Metro Transit"
"897",47.683163,-122.285309,"Route 71","Metro Transit"
"898",47.682972,-122.283165,"Route 71","Metro Transit"
"899",47.682972,-122.280968,"Route 71","Metro Transit"
"900",47.682972,-122.278465,"Route 71","Metro Transit"
"901",47.682968,-122.276268,"Route 71","Metro Transit"
"902",47.682961,-122.274002,"Route 71","Metro Transit"
"903",47.682961,-122.271332,"Route 71","Metro Transit"
"904",47.682957,-122.26918,"Route 71","Metro Transit"
"905",47.681175,-122.269096,"Route 71","Metro Transit"
"906",47.67918,-122.269066,"Route 71","Metro Transit"
"907",47.67738,-122.269012,"Route 71","Metro Transit"
"908",47.675819,-122.269341,"Route 71","Metro Transit"
"909",47.675831,-122.271843,"Route 71","Metro Transit"
"910",47.674942,-122.275108,"Route 71","Metro Transit"
"911",47.67585,-122.276237,"Route 71","Metro Transit"
"912",47.67585,-122.278206,"Route 71","Metro Transit"
"913",47.675857,-122.281227,"Route 71","Metro Transit"
"914",47.675854,-122.283852,"Route 71","Metro Transit"
"915",47.67585,-122.285873,"Route 71","Metro Transit"
"916",47.67585,-122.28804,"Route 71","Metro Transit"
"917",47.67585,-122.290489,"Route 71","Metro Transit"
"918",47.675854,-122.293343,"Route 71","Metro Transit"
"919",47.67585,-122.295334,"Route 71","Metro Transit"
"920",47.67585,-122.297668,"Route 71","Metro Transit"
"921",47.67585,-122.299477,"Route 71","Metro Transit"
"922",47.675842,-122.301254,"Route 71","Metro Transit"
"923",47.675842,-122.304077,"Route 71","Metro Transit"
"924",47.67588,-122.306877,"Route 71","Metro Transit"
"925",47.675869,-122.309021,"Route 71","Metro Transit"
"926",47.670753,-122.313133,"Route 71","Metro Transit"
"927",47.668316,-122.313126,"Route 71","Metro Transit"
"928",47.664135,-122.313187,"Route 71","Metro Transit"
"929",47.662281,-122.313217,"Route 71","Metro Transit"
"930",47.659847,-122.313271,"Route 71","Metro Transit"
"931",47.656864,-122.313354,"Route 71","Metro Transit"
"932",47.653393,-122.313065,"Route 71","Metro Transit"
"933",47.657387,-122.313133,"Route 71","Metro Transit"
"934",47.659767,-122.313065,"Route 71","Metro Transit"
"935",47.662067,-122.313011,"Route 71","Metro Transit"
"936",47.650547,-122.304283,"Route 73","Metro Transit"
"937",47.652245,-122.311211,"Route 73","Metro Transit"
"938",47.65049,-122.306839,"Route 73","Metro Transit"
"939",47.649727,-122.305817,"Route 73","Metro Transit"
"940",47.652351,-122.311089,"Route 73","Metro Transit"
"941",47.675468,-122.312027,"Route 73","Metro Transit"
"942",47.670467,-122.312004,"Route 73","Metro Transit"
"943",47.666302,-122.312019,"Route 73","Metro Transit"
"944",47.666607,-122.311813,"Route 73","Metro Transit"
"945",47.670456,-122.311798,"Route 73","Metro Transit"
"946",47.665188,-122.312973,"Route 73","Metro Transit"
"947",47.668766,-122.31292,"Route 73","Metro Transit"
"948",47.670876,-122.312927,"Route 73","Metro Transit"
"949",47.670753,-122.313133,"Route 73","Metro Transit"
"950",47.668316,-122.313126,"Route 73","Metro Transit"
"951",47.686405,-122.312248,"Route 73","Metro Transit"
"952",47.682583,-122.311989,"Route 73","Metro Transit"
"953",47.679157,-122.312096,"Route 73","Metro Transit"
"954",47.676083,-122.311836,"Route 73","Metro Transit"
"955",47.679623,-122.311905,"Route 73","Metro Transit"
"956",47.683292,-122.311989,"Route 73","Metro Transit"
"957",47.731857,-122.31282,"Route 73","Metro Transit"
"958",47.730057,-122.312798,"Route 73","Metro Transit"
"959",47.726868,-122.312752,"Route 73","Metro Transit"
"960",47.722893,-122.312767,"Route 73","Metro Transit"
"961",47.720966,-122.312782,"Route 73","Metro Transit"
"962",47.719002,-122.312767,"Route 73","Metro Transit"
"963",47.71735,-122.312714,"Route 73","Metro Transit"
"964",47.715469,-122.312645,"Route 73","Metro Transit"
"965",47.712467,-122.312546,"Route 73","Metro Transit"
"966",47.708309,-122.312538,"Route 73","Metro Transit"
"967",47.703781,-122.312477,"Route 73","Metro Transit"
"968",47.70015,-122.312302,"Route 73","Metro Transit"
"969",47.696545,-122.31221,"Route 73","Metro Transit"
"970",47.692848,-122.312279,"Route 73","Metro Transit"
"971",47.688274,-122.312286,"Route 73","Metro Transit"
"972",47.686951,-122.312057,"Route 73","Metro Transit"
"973",47.690586,-122.312126,"Route 73","Metro Transit"
"974",47.694172,-122.312057,"Route 73","Metro Transit"
"975",47.697811,-122.311989,"Route 73","Metro Transit"
"976",47.701138,-122.312149,"Route 73","Metro Transit"
"977",47.703274,-122.312248,"Route 73","Metro Transit"
"978",47.708778,-122.312332,"Route 73","Metro Transit"
"979",47.712387,-122.31234,"Route 73","Metro Transit"
"980",47.716011,-122.312469,"Route 73","Metro Transit"
"981",47.717853,-122.312523,"Route 73","Metro Transit"
"982",47.719936,-122.312576,"Route 73","Metro Transit"
"983",47.72123,-122.312576,"Route 73","Metro Transit"
"984",47.723034,-122.312561,"Route 73","Metro Transit"
"985",47.726879,-122.312561,"Route 73","Metro Transit"
"986",47.730194,-122.312607,"Route 73","Metro Transit"
"987",47.732017,-122.31263,"Route 73","Metro Transit"
"988",47.733871,-122.311455,"Route 73","Metro Transit"
"989",47.664135,-122.313187,"Route 73","Metro Transit"
"990",47.662281,-122.313217,"Route 73","Metro Transit"
"991",47.659847,-122.313271,"Route 73","Metro Transit"
"992",47.656864,-122.313354,"Route 73","Metro Transit"
"993",47.653393,-122.313065,"Route 73","Metro Transit"
"994",47.657387,-122.313133,"Route 73","Metro Transit"
"995",47.659767,-122.313065,"Route 73","Metro Transit"
"996",47.662067,-122.313011,"Route 73","Metro Transit"
